comments,rating,helpful,label
"Dear Rockstar Games,<br><br>I just wanted to take a minute and thank you for not being a greedy company like EA games. With EA games, you're basically buying a quarter of the game and to unlock the whole game, prepare to see them all in downloadable contents (DLC). EA games also releases a ""new"" game yearly with same old recyclable materials. If Grand Theft Auto V was created by EA games, it would probably be titled Grand Theft Auto 2019 and have about one every year by now. Every costume will be DLC. SO with that being said, thank you for providing us with such an amazing game for 60 bucks.<br><br>As for the game, you can expect everything and more in a Grand Theft Auto game. Amazing story, amazing gameplay, amazing graphics, and so much more! The game also comes with Grand Theft Auto Online with support for 30 players and 2 spectators. Both the online version and the single player story mode are incredibly fun and you will get so much value out of your money! Highly, highly recommended!<br><br>Value 5/5 *****. Gameplay 5/5 *****. Online Gameplay 5/5 *****. My Recommendation 5/5 *****.",5,23,Good
Tal y como lo esperaba,5,0,Good
"I've been a fan of the GTA series since Day One on the original Playstation. GTA V was no different when it originally came out on PS3, as it was a day one purchase for me as well. This game has, in my opinion, the best story line of any games in the GTA series. There are a few upgrades in the PS4 version such as different weapons, environments, animals/'wildlife, vehicles, and most notably, first person mode. While I'm not a big fan of first person mode, there is a trophy for it if you play the game for so many hours in first mode, so there is a small incentive to using it.<br><br>As far as previous game data transferring from PS3 to PS4, the ONLY data the will transfer is that of your online character. So, if you're hoping that your single player/story mode progress will cross over, well, don't set your hopes too high. You will need to start completely from scratch when it comes to story mode, which isn't necessarily a bad thing for holding replay value.<br><br>So, long story short, this is a great game, yet again, with updated graphics for Next Gen goodness as well as other little perks here and there. I highly recommend it for those who enjoy the GTA series and even those who are new to it. However, parents, please do NOT let your kids play this as the language, violence, and general tone is NOT for kids by any means.",5,0,Good
My daughter loves it. If she’s happy then I am happy,5,0,Good
"generally i never got too into the GTA games after San Andreas, mostly because they got too dark and too gritty and felt like a bunch of recovery missions. also i am a terrible videogame driver.<br><br>this game stars off slow, until you get into michael's storyline and then it just really picks up and becomes really enjoyable (sorry franklin, you're just kinda boring). i live in LA and this is just a brilliant piece of satire as the city is clearly as much a character in the game as franklin, michael, and trevor...maybe moreso than franklin since he was kind of boring.<br><br>the best piece of advice someone gave me about this game was to not stress out about driving well, and that made all the difference in the world. now i just crash cars and loot buildings and have a great time. the online multiplayer, at least on the PS4 is sort of meh in that it's really slow and sometimes parties just break up (which is a bummer when you're playing a heist) but the story is great and funny and gross and horrible, the characters are for the most part really well fleshed out and multidimensional, the graphics are top notch...it's a fun game, which i think is important to stress since some games out there, that i still love, feel more like tests of endurance (yes bloodborne, i'm looking at you)",5,One,Good
"Chegou em ótimo estado! Além do mais...Chegou muito bem Embalado! E sem contar com o Brinde, melhor compra que já fiz!!!",5,0,Good
"If your hear you already know...... This game is so much better than the PS3 version its attrocious. Felt like i was playing a whole new game .<br><br>Pro Tips on switching your account :<br><br>  Make sure you have a PlayStation Network Account and PlayStation Plus membership.<br>  If you’re transferring to the PS4 from the Xbox 360, make sure your Rockstar Social Club account is linked to your Xbox Live account and your PlayStation Network account. You can check here.<br>  Start GTA 5 on PS4 and log in to PSN.<br>  Select GTA Online from the pause menu.<br>  You are now given the option to transfer your GTA Online character and progression. You are also given the option to change the appearance of your character with the new creation options.<br>  When you agree to transfer your character all your RP, money and rank of your character will be displayed.<br>  If you have character data on both the PS3 and Xbox 360 this is the point you must choose one. You can only transfer one save from either your Xbox 360 or PS3 over, so choose wisely.<br>  Once it’s transferred over you’ll be prompted to choose a character and away you go. Welcome back to GTA Online!",5,One,Good
The game came in great condition and game is still very much a classic and playable in 2022.,5,0,Good
"Probably one of the greatest games ever made. Outstanding graphics and exploration options by foot, car, boat, helicopter and jets. The plot is very well written and very interesting. This socio-political satire of the American way of live is quite accurate and does a great job of blending humor and realism in a very tasteful way. This game has a little bit of everything whether it's driving from the very urban setting of the city to cruising along a beach or stock car racing across the vast and open desert. This game lets you take the reins and lets you make the decision, whether they be to shootout a liquor store with the police responding or participate in a triathlon. The options and decision for this game are endless as we explore the rooted lives of our three interesting protagonists as they adventure onto a collision course with gangs, government forces, private security and their own unique ties to one another.<br><br>The online portion of the video game offers a similar experience with your own created protagonist as you explore the map and do missions and just have fun with your friends or new people you meet along the way. GTA Online is an ever expanding world that changes and offers new experiences to the players: the funnest online I have ever encountered.",5,0,Good
"I must have spent over 1000 hours on this game. Online mode is highly addictive and very fun.<br><br>The story is very good and has multiple endings. Your choices will impact the game's finale and the heists are a lot of fun. They are all different, varied and add a lot to the game mechanics. The story was gritty and the three characters are really diverse and have interesting backgrounds that many could relate to. The whole city is blossoming with interesting places, people and many easter eggs. It is almost impossible to see and do everything that has been put into this game.<br><br>The online heists are even better, as long as your team mates can follow instructions as most can't. The game focuses a lot on microtransactions for online items as they are so expensive that casual players cannot boy them. If you have a good team for heists and activities then you can earn a lot and quickly. But finding  a team through matchmaking that will communicate effectively is very rare.",5,0,Good
"I upgraded from PS3 and the game itself is different. You can do fps or third person on the ps4 version. There are more avenues of game play and the graphics are better.<br><br>That being said, I had to purchase the game which was a downer as I had hundreds of dollars and hours into my PS3 game. I was able to transfer one character but the rest I lost. I had to pay for a new game because the downloadable PS3 version can not upgrade (seems silly) even tho I had 4 downloads available. There is no discount price AND you have to pay to play online on a ps4. I'm the end, this was why I upgraded to a ps4 and to be honest, it was not worth it on its own. Rockstar seems more worried about sales than retention of long term players. That is unfortunate. The game itself, amazing without doubt. The creator, seems a little money grubby. I played right into their hands tho, and I paid the money :shrugs: l hope I can get into playing it so it can pay off.",5,4,Good
"I have played several of the GTA installments and have spent hours upon hours playing them, but I eventually grew tired of them and lost interest.<br><br>This one is different, and for a couple of reasons. The 1st reason is because it appears that Sony finally has utilized the PS4 capability developing on this platform.<br><br>The realism is remarkable. My wife saw my character by the beach and literally recognized where I was as she had been there when she lived in LA. The cracks in the highways, buildings, I can go on. The character interaction and activities is like a real world simulator.<br><br>Next is that they have multiple characters that you play as separately that all have special abilities, personal lives that are all intertwined at different points of the game.<br><br>Next are the missions. The missions never get boring and repetitive because the developers took their time and made sure that no details were left out. Example, like the handling of the dual sport motorcycle that was in the “Italian Job” like jewel heist, the cop chases, shootouts, reconnaissance missions, triathlons, strip clubs,  I can go on and on.<br>This is definitely a consideration for game of the year.",5,2,Good
So fun I love it,5,One,Good
"I bought this copy for a friend, but personally I'm a level 220+ online.  It's great.  Multiplayer: Free roam and hunt online newbs, earn money doing missions / heists / VIP work or just stealing cars, race awesome cars that are fully customized, play in deathmatches, and LOTS more!  It's pretty crazy how much time was put into developing this game, and working out the kinks.  Right down to the radio stations that play well-known music.<br><br>This is NOT a game for little kids.  If you're adult and can tell the difference between real-world violence and virtual, then try this game.  You'll be pleased!<br><br>Personally, I spend about half of my time in the game flying.  There are many different planes, jets, and helicopters to cruise around in.  I happen to own all of them, and as soon as you crash one -- you can call in another.<br><br>Seriously, I can't say enough.  I am addicted to this game and have been for years now, I just hope they never come out with GTA 6! ha ha!",5,4,Good
"Really fun game, Offers various missions including heists, drug deals, murders, bank robberies, hookers/strip clubs, and more! It’s a perfect game for the whole family😂<br>In all actuality GTA5 is a really fun game if you are the type of person to play these games. It is literally called grand theft auto. Please don’t buy this game for kids, but as an adult there are a lot of fun things to do in game besides actual missions. Personally I like italics the feature where I can take any car in game which relates similar to most actual car models and upgrade them in various ways to see how that car would look. This helped me figure out what colors to paint my car",5,0,Good
"The only GTA game I've played all the way through was GTA III for the PS2 when that first came out. I've always made it a third of the way through on other GTA games, but there was never enough there for me to feel like I needed to finish them.<br><br>That being said, this game will soon be the second GTA game that I've ever played to the end. The story is told at a great pace, giving you time to get a better sense of each character that gets introduced. The mission objectives and mechanics varied greatly enough to keep me wanting to go mission after mission.<br><br>The gameplay is awe inspiring. It appears that they've put a lot of care into each game mechanic, unlike previous iterations. It feels great because now it truly feels like an open world with no limits. The transitions between gameplay, cutscenes, and entering building interiors are now seamless leaving no break in the action.<br><br>Tons of fun. Definitely recommend this if you have ever enjoyed a GTA or GTA-like game. Even if you haven't, the technical achievement of the game itself is something to behold.",5,11,Good
"Awesome game. Best game graphics ever. Extremely long and fun campaign, one of the best &amp; longest game campaigns ever. Wild and crazy gameplay. Also has good humor. GTA 5 sets a new bar in video games and puts most other games to shame. GTA 5 contains massive content &amp; value, whereas most games don't. Rockstar North creates games for the love of creating great games, unlike companies such as Electronic Arts, Bungie, and Activision, which make games mostly to cheat &amp; exploit consumers for profits. I just finished the GTA 5 campaign and I am extremely impressed, as much as I was extremely disappointed and angered by Bungie's horrible game, Destiny. GTA 5 proves that gamers still love great single player campaigns. The real reason many people skip the campaigns in the Call of Duty games is because they suck! I love the zombies mode in Black Ops II and Advanced Warfare, but the campaigns failed to grab my interest and I didn't finish them. GTA 5 reminds me somewhat of Fallout 3 and Fallout 4, because there are many interesting characters, humor, and side quests.",5,One,Good
Grand theft auto five is definitely a great game. I already had the game for the Playstation 3 platform so I had to get it for for the Playstation 4 platform as well. Rockstar Games did an absolutely amazing job making this game. The graphics are very impressive in this big open world game. So much detail that it's almost life like. The story mode is great because you are playing as three different characters that you can switch between. I have to say that Trevor is my favorite character because when switching to his character you never know where he is going to be on the map. The missions are fun and can actually be quite challenging. The online play is also a big plus for me because all of my friends have the game as well. This game is definitely the best of the Grand Theft Auto series. This game gets a 5 star rating and  two thumbs up from this gamer. Thank you Rockstar Games for doing it right.,5,0,Good
"I see a lot of 5 star reviews and a lot of trolls with 1 star reviews so I thought I'd weigh in, I've been playing my copy for a while now and I had the Xbox 360 version as well.  The key difference is appearance and boy does this game look great, everything is sharp and bright and it's really a pleasure on the eyes, after a while the 360 version would hurt my eyes due to a low resolution and framerate drops.  Secondly this game has a 1st person mode, it seems kind of neat but to be honest I prefer using 3rd person and the feature feels kind of tacked on, I'm not saying it's bad but it's not as good as everyone is making it out to be, overall this is a re release and it's great but my biggest issue is with the framerate, at 30fps it doesn't feel as smooth as it should but nonetheless it's a great game and worth the $60, I'd give it a 4/5 on the ps4",4,2,Good
"There is nothing more entertaining than leading a reckless, criminal, and frivolous lifestyle in one of the most disturbed cities in ""America"". Obliterate police cars by the dozens, sky-dive out of a fighter jet, abuse a stripper, and simply wreak havoc in Rockstar's fantastic and realistic interpretation of Southern California. Swear words litter the script, graphic images surprise viewers, and the pure freedom of the game is shocking. Parents who are buying this game for their children should definitely do this. Despite being able to slaughter masses of pedestrians and visit ""Gentlemen's clubs"" the real life aspect of the game aids in decision making, important values, and freedom of action, something many kid's don't have access to. All the malevolent activities you can participate in while playing, are quite irrelevant to the realistic things you can do. Scuba diving, flying planes, and trekking through the wilderness are just a few things that make the game absolutely brilliant. Bottom line: GTA V is an amazing video game allowing one to do whatever they want, weather that is robbing a jewelry store or flying through the beautiful city sky.",5,2,Good
"This game is not without it's flaws. But given it's scope and ambition - after some pretty major initial glitches - is second to very few other games.<br><br>Single player world is more alive, more detailed, and interesting (collectibles, characters, vehicle variety), compared to the online mode.<br><br>The worst to me about GTA is the awful online community. Unless you have friends or meet people elsewhere, like on reddit or such, you're bound to be annoyed by the online free roam.<br><br>There are a gazillion online jobs, and still to this day, many people host the same few jobs because they pay out the most. Because of the need to earn in game money to afford cool gear, the online community is obsessed with playing high paying jobs. This is totally against the spirit of the game design, unfortunately.<br><br>I wish the developers of this ""most commercially successful entertainment product in history"" (Businessweek)  would have paid more attention to the interplay between gamers, and worried about how to interact with one another, instead of the enormous size of the map. Games like Battlefield allow gamers to communicate effectively for a lot of basic things, like ""get in the car"" or ""follow me"", because one thing in online gaming is guaranteed: if everyone has a mic, you hear more background noise than actual people speaking. Judging from the consistent lack of mic users even on new gen consoles, I'd venture to guess that the majority of online gamers dislike hearing a random person yell expletives at them all day. Which is, unfortunately, all to common in this community.",3,8,Normal
"Well worth purchasing again. This is the way Grand Theft Auto was made to be experienced. Incredible visuals and exciting new features bolster this epic title.<br><br>Personally, I love the fact that I can transfer my character from platform to platform. That shows that Rockstar respects the gamer and all of the progress one has made. Let's be honest. GTA V, from the beginning, has been a journey. We have waited long enough for heists. We dealt with the balancing of the online economy which ultimately resulted in many users wrongfully losing in-game currency. We moved on to next-gen consoles, but continued to come back to the older systems just to play GTA, which pushed the current-gen consoles to their max.<br><br>If this is your first GTA, buy it. I feel sorry for you missing out on Vice City, San Andreas, and Liberty City, but better late than never. If you've taken a break from GTA, come back to this series. If you bought GTA V for PS3 or Xbox 360, buy this again. You won't be disappointed.",5,One,Good
Headline says it all,5,0,Good
"My grandson loves GTA, and he loved the thank you candy.",5,0,Good
"I played GTA V on the Xbox 360 when it came out.  I created an online account and enjoyed the online game even though it was buggy.  I didn't buy GTA V for the PS4 right away.  I waited a bit and bought it.  I liked how my online money and items transferred from when I played the other version.  The single player game did not transfer over, so you will have to start from scratch for the single player.  The game is beautiful and fun.  If you enjoyed the GTA games, you will enjoy this one.  The graphics for the PS4 are better then what I remember from the 360 (which they should be).  Rockstar didn't just port a PS3 or Xbox 360 game over to the next gen. They worked hard at making it a better experience without creating a new game.",4,2,Good
"This is a good game. I should say that the last GTA I played was San Andreas and I was frankly somewhat disappointed to play this game as I had very high expectations after hearing nonstop from my friends. Yes the game has significantly better graphics and the gameplay consists of playing 3 different characters in the same game which was new to me.<br><br>My biggest disappointment was that the game ended very quickly. San Andreas had a lot of missions that involved a wide array of activities that were crucial to complete that game however this didn't have much of that. I finished the game in less than 20 hours so was a little disappointed.<br><br>All in all, it's a good game but I know that Rockstar Games can do a lot better with the storyline",4,One,Good
Yes,5,0,Good
"I have this game on the PS3 and up till yesterday played the game almost every day on that system. This new version though is a masterpiece! I have not yet tried transferring my online character. But playing as Franklin in story mode last night for a couple of hours was awesome! I found myself starting random fights in the street in first person mode just to do it, It looks that good! I have had a PS4 since the beginning of July but have not used it much because I just could not stop playing GTA online on the PS3. Anyway, I was a little skeptical at first to re buy a game I already own and love, I mean up until GTAV came out on ps3 my favorite game of all time was Vice City on ps2. But i am glad I did. If you are on the fence about purchasing go ahead and take the plunge and rebuy, you will not be disapointed.",5,0,Good
"She loves this game sooooooooo much, she came to my house last week, 22 years old and told me that she doesn't care if I don't get her anything else for Christmas, she just wants this game, because the disc messed up!!",5,0,Good
"Rockstar has imported the same fantastic game on ""current gen"" to ""next gen"" and now has never been a better time to get this game. Running at 1080p at 30 fps is certainly an upgrade, and graphics are pretty damn good. The world is densely populated and detailed. GTA online is never spotty and holds up to a max of 30 players. Story is diversed with different missions, but usually having to drive to everywhere gets tiresome after some time. With the ps4 version, the dualshock 4 is immensly utilized with the touchpad and speaker, which is great with being a cross platform game. Every review has her own perspective on the new first person, and heres mine: First person is a touch that makes the game harder as there is a smaller range of view. It's different and a bold step by rockstar. I like it.<br><br>GTA 5 is the same great game created a year ago, but is ""greater"".",5,0,Good
"Like many people, I first played this game when it was released on the previous generation of consoles. Back then it was one of Rockstars best games and the same can be said today (C'mon Rockstar, give us Red Dead Redemption remake!). I was a little apprehensive in re-purchasing the game since I put a lot of hours into the original but I have no regrets. The improved graphics and better frame rate make the world feel even more alive. Simple things like switching between characters is much faster. Also, the added first person POV can easily be toggled by clicking the touchpad on the PS4 remote. I wouldn't recommend playing that entire game in that mode, but it definitely has its appeal. Overall, if you haven't played this title, this is the version to get. And if you have, well, enough time has passed to return to Los Santos.",5,0,Good
"There is so much to like about this game I won't even talk about. I don't have a problem with the violence and lewd nature of the environment and situations but why do so many of the characters have to be dirtbags. I'm a nice guy and would like to play a character that is a nice guy and has a nice guy story to start. Let the player become a dirtbag if they want, not start off that way. Running over people and mowing them down with a machine gun would feel much more significant and impactful if you could identify with the character rather than starting the game automatically branded a dirtbag of whom most people are not or at least not yet in my opinion.",4,0,Good
"This was a well anticipated game! The story line was a great cross from what Rockstar has done in the past, so I loved being able to switch between 3 concurrent (yet still different) stories and characters. Online is a great improvement, also. In fact, I find myself Online more than in story mode. The ability to claim and set bounties, fulfill independent or team missions, or ranking up makes the online experience something that we've never seen before on GTA. Online was not without some bugs and late deliverables, but here's to hoping 2015 is a year of excitement! This is definitely a game worth buying. The revisit to Los Santos (previously from GTA San Andreas of Xbox) was worth the wait. The graphics of this gen's format and first person playing really add to the overall GTA experience.",4,0,Good
"Really loved this game! I didn't think GTA 4 was all that great, but GTA V makes up for it. I liked that you have three characters to play at once, and you can switch between them to try different missions. And for some missions, you play all three characters at once, and can switch between them to provide cover fire for each character or to do something specific.<br><br>Overall, the game is a series of heists that you plan out, set up, then execute. The ""heist"" gameplay made it fun, always felt like you were progressing the story (unlike GTA 4, which felt like you were just churning through large parts of the story until something else came along).<br><br>The big value of the game is the online games. I'm not a big online gamer, so I didn't play too much of that.",5,0,Good
"The PC version is plagued with KINDA, SORTA, ALMOST real 1st person controls. Rockstar did technically implement them, but they feel very generic like the controls, or ""feel"" from a $5 budget title game. The game itself had a fun story, not short, good characters all around. There is a torture scene that the game does not allow you to bypass. There is only meaningless, empty online ""addons"" from Rockstar now. No singe player stuff, so if you buy it now for console or PC you might as well play it as is. The online content are just textures for clothes, cars, and some new models for vehicles (materialistic).<br><br>4/5 because even as good as it is, no love for SP addons, and the modding is limited on the console versions!",4,2,Good
"Played the PS3 version to death, even played the story mode a few times on it, it's obvious the PS4 version is better graphically and makes for a better gaming experience. But I wouldn't necessarily say it's a must-have if you already have it for the PS3 but only money to spend on just 1 game. 1st person, while a good idea, is just ok in actual practice. I actually still prefer 3rd person most of the time. Driving a car in 1st person is pretty tough and requires more restraint than in 3rd person. Shooting in 1st person becomes way too easy, if it already wasn't before in 3rd person, but watching hand to hand combat is pretty cool. Overall, this is a fantastic looking game on the PS4 that you must get if you don't have it for previous gens, but may want to think about if you already have it.",5,One,Good
"Very transparent, they even paid for tracking. I received my disc and it was spotless. Runs perfect. Thank you for exceeding my expectations, job well done! Would highly recommend!",5,0,Good
"GTA V is hands-down the most entertaining open world of current (and last) console generation. It is still the best even though it came out 6 years ago. Tonnes of content, great story, memorable characters and I am only talking about single player.<br>If you decide to jump in online that's a whole another beast that can be hit and miss. Online introduces grind, microtransactions and sometimes less than nice people. The great thing is that if you don't want any of that you can keep playing solo. This game is definitely worth it just for the singleplayer experience alone.",5,0,Good
I can't stop stealing semis.,5,0,Good
"I love the Grand Theft Auto games and since getting a new game console I had to get GTA5.  I cannot believe how bad I am at it now!  I had such difficulty getting the hang of playing again but it is coming back to me.  I love the storyline and always having something in the game to do.  My stepdad even liked it, which I was surprised because these used to not be his kind of games.  Honesty, this is the only game I play on the PS4.  I don't get to play often but when I do I take full advantage of it and have a good time!",5,13,Good
"I really liked this game when it came out for ps3/xbox360, and the same is true for the update for the now current Gen consoles (I have it for the ps4).<br><br>I really like the new first person view, as it adds more immersion to the game. It can make you a bit dizzy though when you fall down or get git by a car :P.<br><br>The increased density of traffic is also pretty cool. It feels more like a live city than the last gen did.<br><br>They also increased the online cap pet server to 30 (from I think 12-15 last Gen? Don't quote me on that) which adds a lot more for races and random riots.<br><br>Overall I really enjoy it, but these are just my thoughts and with a game such as GTA, it can be seen very differently for different types of people.",5,5,Good
"It's definitely a good game for a new players. The game has good visual, especially for people who are interested in cars and there are day and night times. which makes it feel more realistic. You also get to play different characters with different personalities. The story is mostly about doing dirty work with people from the hood and getting away from the cops.<br><br>I think the game did a lot better than GTA4, but there just isn't much to it, where every mission I'm either killing people or stealing from a jewelry store. It's better to switch between others games and come back after a few days, so the game doesn't few old.",4,One,Good
"So GTA 5 is about the most fun game there is, if you're willing to wait a while, or pay up front, for what makes the game fun.<br><br>Your best strategy for this game is to join a crew that has a peaceful lobby that will allow you to complete your missions worry free of grievers. Otherwise be prepared for non stop harassment by those who own all the cool toys. And don't you even think about blowing them up since it'll cost you dearly.<br><br>It'll take you a while before this game pays off, fair warning. It's designed that way intentionally. Unless you're willing to invest right out of the gate, this game will be painful to get going.<br><br>But if you don't mind investing say 39.99, they got a decent starter pack that should make the game more than tolerable.<br><br>This game falls short of almost eveything it was supposed to be. The things it mocks in this very game, it became just that. A company obsessed with milking its customers, and spamming them with things they don't need.<br><br>Graphics: 10/10<br>Options: 10/10<br>Storyline: 7/10<br>Microtransaction obsessed: 10/10 (watch reviews on youtube before buying anything)<br>Memorable game: 10/10",3,One,Normal
"With the monkey Halloween costume , the knew high Yellow stripe socks , 'minus the gorilla black shoes that you couldn't pick because they didn't have that anywhere on here to buy , everyone ❤️ loved loved my outfit and that's what I get every year cause I always have gone MY way ,<br><br>It came with a funky fishy odor , maybe from container , spray they had to use on the boots for protection , I have NO  clue , but CLAMMY ROTTEN FiSHY SMELL WILL GO AWAY , air them out , don't wear out first week and half I say to have that fish rotten funky smell OUt .",4,0,Good
sweet game looks beautiful &amp; runs smooth on ps4 only problem I've been having is that when I quit playing &amp; return to play again its starts a new game so I half to go in &amp; load my save &amp; no problems it continues were i saved also at times it does work right &amp; continues my save &amp; don't start a new game but for only a brief time &amp; goes right to a new game so same issue just that first time it did that I thought cool its fixed somehow but nope I have auto save enabled as well so hope there's a patch that fixes this issue but unless its a issue for all ps4 gta 5 owners I may b out of luck &amp; its something Iam experiencing for some reason just other than that issue all is smooth going,5,0,Good
"I am a 49 year old gamer.  I have had the Grand Theft Auto series since my GameBoy days.  The style, play, and graphics of this edition is out of this world.  You really have to see it to believe it.  I run through the town taking out everything and everyone I can.  Sheer fun.  If I had to nick this it might be that there is no senior mode.  As an old gamer, I would like to go through all the assignments but just cannot for the life of me do the hand/eye coordination thing fast enough.  I wish it had a way of allowing me to complete the tasks with a little extra help and explore the world within the game.  That said...it's GTA and you are compelled to own it.",5,4,Good
My husband loves the game a bit graphic for young people.,4,0,Good
Honestly this is a game if you not cannot play it as such then you do not need to have it I believe this to be an adult gay if you're an adult and you let your child play this and they act out situations they find in game or if they get an attitude because you can't let them play the game or or violent do not let them have this game. Rockstar does a good job of updates but there are still plenty of exploit they refuse to fix and allow the cheaters to run amok with aimbotting glitching modifications and all-round general environment that makes a good time negative for a honest player,5,0,Good
I love it,5,0,Good
"For years Grand Theft Auto: San Andreas has been my favirote from the franchise. And with very high expectations with GTA 4 with the ps3 i was very disappointed. Grand Theft Auto V for the ps4 has surpass the expectations i had and has brought me back to the GTA world. In my opinion GTA V is the best off all in the franchise and its very well crafted with alot more to offer. This game is ultimately fun and will drive you right into the action world, with that said and the fact that GTA 4's online play sucked, GTA V's online gameplay is a whole new world and refreshingly awesome!",4,2,Good
arrived very well,5,0,Good
Nice,5,0,Good
"I haven't been a big fan of the GTA games in the past and hadn't planned on getting this one until it was recommended by a friend for the good story and wide variety of things to do.  I have to say it was a great purchase!  If you can deal with the R-rated language and situations, you'll find it's a very fun and engaging open-world game.  The amount of things you can do is mind-blowing.  There are so many little side-quests and encounters, I don't know how anyone could ever do them all!  The world is detailed and feels like a real city.  I'm looking forward to many more hours of entertainment for this game!",5,2,Good
"So great. I owned it for Xbox 360, and felt silly buying it again for a next gen system, but am really I glad I did. Graphics are stunning, GTA Online is vast and awesome. New online content is being added often, always plenty of people online to do online specific missions with. I'm starting to get the hang of how to make GTA $ and am enjoying establishing my online avatar in the world. The new stunt races are super fun. Just get used to other players being jerks in general and trying to wreck you in races.  Its just unavoidably part of it. It is satisfying though when they try and wreck themselves instead. :)",5,0,Good
"I am not a ""gamer"".  I am just a dad who needed something other then Skylanders or Lego games to play.<br><br>The game is just challenging enough.  You can play for hours and not progress in the game.  There is a 100 hours of things to do that doesn't have to do with missions.  i.e.  fly a helicopter over the island, go for a dirt bike ride, climb a construction crane take a few shots then do the honorable thing.<br><br>The only thing I don't like is there is a ton of foul language though the whole game.  I knew it before I bough the game so I wasn't surprised, but it is hard when you have kids.  It really limits the times I can play it.",5,0,Good
Lol I almost did not get this reading some of the reviews! It did not take me hours to download at most 25ish and it was up and going so get it !,5,0,Good
"Its what GTA5 would have been if last gen didnt hold it back, but expect no online wildlife, they took away online wildlife through an update on last gen because it couldnt handle it but you'd think it would on next gen but they haven't even tried it, they might do it through a future update but i doubt it :/<br>As a rockstar fan since 2004 i had to get this game but because i've played gta5 on last gen for a long time and then playing the next gen version it'll be an amazing experience at first but then goes away pretty fast, i love the constant 30fps and first person but i now rarely play it these days, this game is best when you have a lot of friends to play with",5,0,Good
"El juego llegó antes del tiempo estimado de entrega.<br><br>Sin embargo, al momento de abrir la caja del juego, me percato que está tenia rota las “Pestañas” que sujetan el mapa e instructivo. Probablemente al momento de empaquetar, sufrió algún pequeño golpe, por lo que se rompió dicha sección.<br><br>No obstante, el disco no viene rayado y está en perfecto estado. Adicionalmente, viene un código para descargar contenido en GTA Online.<br><br>No omito mencionar que el juego está en un excelente precio, motivo por el cual me anime a comprarlo, dado que actualmente en diversas tiendas tiene un precio casi comparado con algunos de reciente lanzamiento.",4,One,Good
"Played the PS3 game quite a bit. Love this game even though the single player campaign should have had more heists. Playing online is also a lot of fun. There's so much to do from playing through missions to just driving around with friends and doing stupid stunt jumps. There is SO much detail in this game I'm still finding funny things after a year.<br><br>The graphics upgrades look much better when compared to PS3 side by side. But honestly I did not notice anything more special when playing the PS4 version. One of the best features that they added was the first-person camera. It's difficult to play with it, if you're trying to be competitive, but it really makes you appreciate the detail that went into this game.",5,0,Good
I lovw this game but for whatever reason the full text isnt dispayed on the screen. It makes it difficult to follow the speech and action prompts. The story mode is interesting but sometimes it gets in the way of the classic rampage gameplay. However its also a nice change to have a story and people missions rather than just car crashes and criminal activity,4,One,Good
"I reviewed this for PS3 and I gave it five stars. I would give this version more if I could. Everything great from the old game is still there, but now it looks better, runs more smoothly (although still at 30fps), and even has some added stuff. At first i was skeptical at the idea of buying the same game again, but now I think everyone should do it. It looks a lot better, and has an amazing first person mode. I played the whole campaign through just in first person. It also has new cars, over 100 new songs, and some extras for returning players. Even if you buy this again, you won't regret it!",5,4,Good
"Hands down, the best game on the PS4. Despite having beaten this game on the PS3, I was glad to hear it was making its way to the PS4. The game definitely looks better than it did on the PS3, and it's nice to have bigger lobbies online.<br><br>However, the PS4 version suffers from the same network issues the last-gen editions did. I spend more time loading than I do playing with my friends. When I actually manage to connect to the same lobby as any of my friends, it's not immediately easy to navigate to where they are. Furthermore, joining jobs together seems impossible. I find myself having to host jobs and invite my friends. A way to join jobs as a group would be much appreciated.",5,0,Good
To the kid who said that you have to buy gta online separately. That's a lie! Anyone with a ps4 and some common sense would know that any online actions on ps4 u need playstation plus DUMMY! Anyways the game is a massive upgrade from the ps3 and xbox 360 and transferring characters wouldn't be easier all you need is your rockstar social club email and password and you can play your old online account on the new enhanced gta v for next gen consoles. You can only do this one time so if you have both consoles and gta v u might wanna choose wisely on which console is going to have the online account. First person view is stunning and I totally recommend for retuning players or new future players.,5,3,Good
old game but always fun &amp; a pleasure to play it.<br>One of the best game that i have ever played.<br>Seems like you are in a real life and you can do all those stuff that in the real life you can not do it because of the law.,5,0,Good
"GTAV is an amazing game, especially on PS4. I have to take a star off for two reasons: 1) input lag. I had to mess with the controller settings for 30 minutes to even get the game to a playable level, and it's still not perfect. Controls are just too muddy and laggy. 2) the mission system drives me crazy. It's hard to tell exactly what you're supposed to do next after you complete a mission. The map is confusing and unclear. Maybe I'm missing something but I think it could have been better. Nevertheless, the game is great.",4,0,Good
It is definitely a good game and addicting to play because you get to kill people drive on people kill other players and do heists and go to the barber and go to the clothes store and go to the strip club and go to the beach and tell other players some shot.,5,0,Good
"I debated with myself if I were to take off 1 star due to weird UX issues of setting up online play... But then the gameplay, graphics, and just pure fun overrode my decisions. There are so many things you can do in this game! Want to jack a tractor? Yes, it can be done. Want to race through the skies in a parachute race? They got that too! Just tired and want to goof off with a few sets of tennis? The game has that too. The latest release of 'Heists' are some pretty great co-op missions that can keep you busy too. And don't forget about the music or satire, because it really does set the mood and puts together an awesome game environment.",5,2,Good
This is a great deal and about the best deal you will find I recommend buying this great deals,5,0,Good
"Game I wanted, thanks",5,0,Good
Item arrived on time and as described. My son loves this game. I am happy with my purchase.,5,0,Good
