comments,rating,helpful,label
"i bought this game on ps4 so i could join those good guy cops in the online world. i wanted to help officer harper get those jackweeds! i’d never played any gta games before. i was appalled at the morally bankrupt concept. i was also less than impressed by the graphics, no doubt pc would be better but ps4 was shocking in comparison to games like farcry 5. the worst part about this game is you can’t choose to be good, a police officer or the like. you’re forced into a life of crime. i’m returning the game today for store credit. i simply can’t shoot police officers and exploit women in prostitution. oh and the gangster rap droning in my ears topped it all off.",0,5,Bad
"everything is great about this game. story-line is awesome, graphics are beautiful and the action packed missions will put your jaws on the floor. gta 5 online is a whole different world and lot of fun activities like racing, co-op missions will blow your mind.i played the story mode 5 times and still as fresh as daisy xd",5,2,Good
"omg, this os a amazing game for everyoneit has an amazing story line filled with drama, excitement and basically everything that makes a game fabulous, the graphics are so good that my computer sometimes crashes but thats what happens. so many places to visit in the game and the big thing for me is that it takes a really long time to beat the game and the missions don't get worse during the game, its fun for everyone and i would never get rid of it for it is to greatthanks rockstar games for giving me something i can related to and enjoy the most",5,0,Good
"my landlord beats me, my dog doesn't even love me, my car broke down and the mechanic can't find out what's wrong with it. i'm super depressed, the doctor doesn't know what to do with me because so far every medicine he has given me hasn't worked. so, i decided to turn to gaming and by gaming i mean grand theft auto v. it has given me the best thrills in the world, like when i go into my garage and see all of my expensive cars then swiftly realize how terrible my actual life is. and now that i realize that my life sucks i'm going to make a change and by change i mean i'm going to commit the various crimes i commit in gta in real life. i'm going to rob a rich man's island and i'm going to rob 50+ convenience stores and make sure my name is known kinda like r. kelly and chris brown, so i need to get famous before i commit these crimes i'm going to make a collab album with lots of people such as dj khalid,?",5,0,Good
"the game is short, easy and not very pressing. it has the game engine on its side, but the game play already has considerable flaws. it takes longer to conquer all territories in gta san andreas than to finish this one. the protagonists have charisma, but some for one reason, some for another, are left unexpressed or ruined or ridiculed. certainly online is something else, but thank you very much! with the whole world working on it! i give 3 stars because it's rockstar, heir to reflection, driver, the cradle of open world polygons, but the game is highly overrated.?",3,0,Normal
"gta v online is a huge waste of time. there’s no level filtering so level 3 characters can be exploded as many times and the flying bikes and cars please, there is absolutely nothing stopping them. the only way to progress is to buy business that give you next to no money. even if you get the businesses the level 9999 people can still blow you up and make you go back to step one every time. there’s absolutely no point in trying. the player base has gotten so toxic over the years. the car physics make no sense. you can be driving an 18 wheeler and run it over a tiny ramp and go 30 feet in the air. drifting is nearly impossible as your car will just spin in circles for 10 minutes. not worth 60 dollars. i wouldn’t pay 10. would have given a 0 but 1 was minimum.",1,14,Bad
i got this game from epic games for free and looking at its graphics i was shocked to know that it was made in 2013. its a real value for money for gamers and people who want to  open a youtube channel. also you get gta online too so after completing the game you can hop on to it and do endless missions with your friends.yeet.?,5,0,Good
"5 stars out of all for this game. but 8 years of the same thing plus more for the last gta’s. yes the new ls car meet is nice but i think it’s time for sum different. don’t get me wrong it’s a good game i just think it could be more real. like role play. have the chance of either being a civilian, cop, ems, gang member, dealer, ect. also have you’re own jobs. just kinda real life stuff. either update or become gta 6. make bank off it honestly.?",5,0,Good
"10/10 masterpiece. i'm buying this game day 1 when the ps5 version comes out; so i can experience it with the dualsense. i don't even care that it's $70. would highly recommend. if you've never played this game or chose not to play, you missing out on some fire. nearly 8 years later, 2 console generations later and i'm still in love with this game.?",5,0,Good
"i’d say i’ve never played a game with storyline thats actually more fun to play than this game. this game actually has a true purpose, and one that is realistic enough to be like real life. that said for the time the graphics are amazing and the map is one of most fun to explore i recommend this game 100% no doubt. now it’s time for gta six rockstar!?",5,0,Good
the graphics are absolutely amazing on my 4k tv. it is incredibly smooth and the driving is way more advanced. gta online runs more smooth and isn’t as laggy. ps4 gta online lagged even when i had the ethernet connected. definitely happy how rockstar handled this remaster for new-gen. i’m defined excited for gta 6 now. hopefully it comes out for ps5 & not 6… :face_with_tears_of_joy::unamused_face:?,5,0,Good
everything is good and fun about this game but what about older consoles like ps3 and xbox 360 literally the online is nothing the last update was 2015 people modding there consoles like crazy and you guys like dont care about what happens to the online servers. some people can't get new gen consoles and when they play 9ld gen consoles gta5 online there's nothing it's just a wreck i play gta5 xbox360 story mode and i want to play gta5 online so bad on my xbox 360 then 8 watch youtube videos about it it's horrible so when i get online for my xbox 360 gta5 and it's bad with errors and nothing to do i'm gonna make another rating and show you more anger. other than that it's an action pack super fun game. ps fix or i'll get mad:enraged_face::enraged_face::enraged_face::enraged_face::angry_face::angry_face::angry_face::angry_face::angry_face::angry_face:.,3,2,Normal
"at this point there ain’t really much more you can say about this masterpiece that holds up 8 years later. i don’t want to gush about the groundbreaking world that to this day is the most realistic open world ever, the memorable and incredible characters trevor phillips, michael de santa, franklin clinton, simeon yetarian, lester creat, ron jakowski, the fun action especially blowing up cars, the great missions like the heist levels, the freedom that it gives you, and if you’re still not sold i’ll just say one word... driving.?",5,0,Good
gta5 had an offer on at the time 21/12/2019 magaldon=12 million extra bonus so i bought one for me and one for my son never received the bonus cash(72 hour deposit time).i contacted them and sent them the evidence 3 times they just kept asking for the same proof i sent over and over the final decision by them was not everyone is entitled to the bonus when it was advertised on the loading screen which does apply to everyone. very disappointed with them and i won’t be buying anything else other than the next game.good game.terrible customer service be careful.,1,30,Bad
"most of the people might be liking this game for its online mode, but for me this game is at its best during story mode. i have completed the story mode 4 times without getting bored. online is nice too, but if you are playing on p.c. there is a higher chance of you encountering modders and griefers. and playing online for too long might cause frustration and make you feel this game is boring. so try to play both modes time to time to not get bored.?",5,0,Good
"i've been a long time lover of this game. however in recent years they've in my opinion ruined the whole game. this snow nonsense has cost me hundreds of thousands of dollars! the fact that the other players have nothing better to do than literally go around hunting other players trying to do things ... not all of us want to just go around killing all the other players, we are trying to play the damn game .. nothing in place to protect you not a damn thing.... you spend literally millions of dollars buying things and can't even play thanks to the jerks online that won't leave anyone alone and god forbid you choose a solo session... they block you from access to all your things you paid for.. because of course they want us in the full public session because we are apparently target practice for the scumbags that seem to play this game lately... i'm sick of nothing being even remotely fair in this game, there is no tutorial to explain how to do missions for your operations... nothing they literally don't show you how to do a thing in the game. then they make you play over half the missions with other players, maybe i'd like to do things by myself... nope you're not allowed to do that either. frankly this game sucks in my opinion.",1,19,Bad
"the story and gameplay itself is fun and a good way to kill boredom. the online community though? absolutely horrendous. anyone who is even slightly sensitive to swears and toxicity shouldn’t even think about playing gta online, as people consistently get bullied from all ages under the sun left right and center. there are also a lot of hackers and griefers, whose only goal is to make your day terrible. car racing in the game is utter garbage as every single racer is a sore loser who will have no problem ramming your car just for the hell of it. would recommend the story, would not recommend gta online.?",4,0,Good
"game is horribly optimized on pc yet it gets so much praise like its the best running game ever. have above the recommended system requirements and game gives me 20-30 fps with constant crash inducing stutter! not to mention the awful online community full of these ""hackers"" and lag. in all honesty i'd suggest picking up gta iv. it's a much better gta game with a great story and gameplay mechanics.",0,4,Bad
"played this on ps3, ps4, ps4 pro (ssd), pc and now ps5.the ""slightly"" upgraded ps5 version is decent for players who have not played gta5 on a half decent pc you will revel and enjoy the faster frames, upgraded graphics and ssd loadtimes for sure as for ray tracing check out videos on youtube ripping it's claim apart.definitely worth it if you are paying the upgrade price as a ps4 version owner but no new content to warrant buying this as a stand alone.if you want to really expand on gta5 playing on pc with mods is the way to go.the best feature of the ps5 version is the adaptive triggers if it wasn't for that would of given 3 stars.?",4,0,Good
"be able to create a lobby with friends and still be able to sell and do missions should be possible!!!spending more to waiting to load on a game or to transition from inside to out takes entirely tooooooooooi long. fix it!!!getting kicked timer is ba. tried to buy a shark card 3 times and keep getting kicked before i can complete transaction. traffic—when the shooting starts and traffic goes mad is ridiculous and i think it takes away from the realism of the game. bsget rid of to mail trucks. no one likes them and they ruin the game. getting shot in the head with a mg (machine gun) more than 1 time and to keep going is total bs. i’m sorry but i was a machine gunner in the usmc and that’s just impossible, so why don’t you make the weapon as powerful as it is suppose to be??!!!!!game would be great if you’d fix the problems!!  good game to play with the exception of vehicles and doing missions. i think the flying bikes, cars etc (unrealistic) should not be allowed to interfere with people doing missions in slow vans, blimps,helicopters, and cargo trucks. it really gives them a seriously unfair advantage don’t ya think???they should only be used for fun only!!!",2,5,Bad
it’s a great game. it does glitch sometimes and does take a while to load but it’s a big map. if you are too impatient to load in then delete the game but if you’re patient and load into the game you can have so much fun. however i can’t talk for everyone but i think quite of people have fun. it’s an older game but it’s one of the best in my opinion. if you try just be patient. i hope you enjoy your time playing the game.,5,0,Good
"yes please, let’s praise rockstar for making this masterpiece of a game it truly is, their is a lot of guns, the jokes are funny, missions are fun, gunplay feels great, good characters, vast open world, top notch graphics, cars, their is nothing i can think about that is wrong with it. i wanted to play this game since i was in 1st grade then got it last year, this game will remain in my heart as the best video game i’ve ever played.",5,2,Good
"masterpiece even in 2021 you cant go wrong with this beauty a vast open-world experience more detailed than some open-worlds from the newer age. it is the best modern interpretation of the world in a video game out there, the online experience is very captivating and i think that's why people disliked the game because of the oppressor mk2, but the truth is the online mode fits to a certain taste, definitely fits to my taste and i have had this game for what??",4,0,Good
my review on this game is do not buy it.. the online version first takes sometimes 30 min to get on a server with your friends once you finally get on a server within the first 30 minutes of play and doing your missions a modder/hacker will come on and either kick everyone on server or mess up you missions. then once you are kicked another up to 30 minutes to join your friends again to have it happen again. if you like to keep loading and actually not play the game yes go ahead and buy.. oh and don't expect rockstar games to actually fix the problem.. lol they got there money don't care if you actually get to play fairly or even play the game.  i would consider checking to make sure that rockstar doesn't make the game that you buy if you intend on playing a fun game. happy gaming :),0,7,Bad
gta 5 is very good game story mode and online the only downside is when you try to get clothes or even a new haircut or tattoo you cant get destroyed by an oppresor or attack helicopter or any  vehicle that has weapons or missiles by youtubers like xpertthief and other lmao but luckily they have passive mode or you can just  drive to paleto bay for some alone time but i think it is a good game overrall no doubt about that so far is have been playing gta 5 for about 5 years so far and its about to hit 6,0,7,Bad
"enhanced graphics? from ps3 to ps4 i believe that there was a slight enhance to the graphics as it is.i’ll be honest, gta 5 is just not worth the time anymore maybe they should have just came with gta6. especially for those who have played since 2013, 9 years later you would of thought for things to be different.gta online - the traffic can’t drive and always crash into you- the movement of your character is slow and    sluggish - you have to always wait real time up to 5 minutes for certain requests such as your carr being delivered, passive mode ect- you have all these contacts in your phone that are so pointless because you can’t call most of them",2,0,Bad
"if your like the many many people who have waited for the ps5 version to come out, heres what the hype was about. mind you, not only do you purchase the game, alot of people invest years and money into this game. today after my friend merging his ps4 account to his new ps5 (a permanent move) without anything detailing that you will no longer be able to play with any of your ps4 friends and permanently lose your old account is quite frankly sleazy for many reasons. the amount of advertising and hype over this whole gta 5 thing just to screw people over, makes me never want to play again.?",1,0,Bad
"just started playing this game recently and couldn't stop playing the story mode. great characters, great gameplay, great music and i was sad when i finished the game. :( 5 stars without hesitation. this game is in the same tier as skyrim, fallout 4 and zelda: ocarina of time. gta v is a game that will stand the test of time as one of the greatest games ever.?",5,0,Good
i played this game online long enough to give it one star.where do i start1. people think they are better than you no matter how much money or amount of cars or weapons they got2. the oppressor mk2 will always be on you.3. people shoot you for no reason and all you hear is kids screamingand shouting on their headsets and people are not even english they speak other languages.4. americans mostly play this game so if you want to arrange a heist all you will get are randoms if one person fails a heist they blame it all on you and leave the heist leaving you angry and upset with all your hard work worth nothing.also since there are many timezones it is a headache to get people to join your heist to suit their timezone.5. grinding and running businesses is so tiring and repetitive you have to do it to make ends meet.and many many more problems and things are negative about this game.,1,15,Bad
"this game truly stands out! with over 100+ hours of content, this game is still enjoyable!i’m not too much of a gta online fan, but it has its benefits. i mostly enjoy story mode the most and i believe you should not only play a rockstar game, just for the multiplayer. well, that’s my opinion. i usually like to play the single player first, before i spoil myself with online.anyways that’s my opinion on the game! what’s yours??",5,0,Good
"gta 5 has a great story mode, and the missions are always fun to play. i really like that you can find random events all around ls, and that you can have more story mode with the strangers and freaks missions, this stuff makes the game never get old. over all, the game is very enjoyable! i recommend buying it immediatly.?",5,0,Good
"a game with decent graphics and a well developed attention to details for its time. the open world is huge! travelling though the map is rather a joy than a trouble. most of all the game play experience is superb! you can enjoy every mission it's a fact. play it in 2019, 2020 it's still a masterpiece of all time.",5,3,Good
"this is a really nice game, you can basically do anything you want. you get cars, planes, motor bikes. almost anything. you earn money by hiests and uber driving. you can steel peoples cars as well. you can turn cops on and off but i recommend you turn it on simply because it is more fun that way. personally i found it a lot, a killed many people and stole many cars. if you want to make a hiest you can earn more that 4 million which will get you a lot of profit so you can upgrade ur house and get better cars and you proggres as you go. this is an amazing game and its really fun and never really gets boring.",4,2,Good
gta  is one of the best things i played because robing banks gives you a lot of money. another reason is because all of the guns but when i was playing gta 5 online the stun gun was gone and the atomizer was too expensive!!! the second to last  thing is that you i don’t know how to get money out of the bank. the best thing is cars and police chases but overall gta 5 is the best game ever!!! so everyone should get gta 5!?,5,0,Good
"the game has really good graphics and cars from real life. during the weekly update in gta online on november 9 to 17, it says you can get 1,000,000 dollars and to get it you have to claim the money in between november 18th to 25th, which they never gave me! i only play when there's more weaponized vehicles instead of the rhino and attack buzzard helicopter on story mode. the vehicles i like in gta online are the  insurgent pickup custom, moc ( mobile operation center), apc, and the armored kuruma.?",4,0,Good
amazing game i really love how rockstar mad the main characters resemble their actors i also love the way the physics are true to real life like the breaking of car axels after a jump or the fact that headshots actually kill the enemies unlike battle royal games *cough cough* fortnite. and i like the aspect where they wake up in different clothes every time i log in to the game i just started playing like 1 month ago and i love the game cant wait for the 6th one!?,5,0,Good
"story mode is pretty good in my opinion, but online mode is a total mess. the jobs and vehicles you added are insignificant and should be changed. many peoples problems are how solo playing in online is very hard and making money solo is doable, but very slow. secondly, the vehicles you added like the oppressor mk 2 is very broken due to how fast it is and the amount of missiles it can shoot. i have heard you nerfed it, but it is still op and can have people shoot out others cargo which is hours of work of that one persons cargo all to waste. in conclusion, its a good game before, but the updates rolled in and the game became more for the people who play it more than newcomers. all in all, it forces newcomers to pay for your expensive shark cards that costs too much and give a bit too little from the purchases you can make in gta online",3,2,Normal
"i find myself playing literally hours a day just going across the map causing havoc. in my opinion the story mode is what the game is all about, however i somewhat enjoy the online portion, but i mainly play the story mode. everything about this game is enjoyable: amazing storyline, fantastic voice acting, hilarious characters, and mind blowing graphics. but of course this is a game that should not be played by kids. overall i really enjoyed the game and i say it's a definite must-have.",0,21,Bad
"i don't think it's a video game that can overpower the charisma of gta san andreas. it's story and switching between the 3 characters may irritate you many times. badly missing the train, trucking, ambulance & firefighter missions. as the extension, i was expecting some drifting and parkour missions too in the game. the only thing best is it's graphics, they are superb. the baddest thing is that you can't connect yourself with any character as we emotionally feel about cj. thus if you are looking for the magic of previous san andreas as i want, just forget it. some vehicles are such that you starts laughing on them like in-game lambo.",3,0,Normal
"the game is.....awesome, best game i have ever played, the car chases, the explosions, the graphics, etc.  rockstar games has made 6 million dollars on this game in just 6 years of it being released in 2013.  they put forth 200 something million dollars to make this realistic (and inappropriate game for kids under 12) game.  i love everything to do with this game and everyone sould know the name ""grand theft auto 5""good job to the makers :d",0,2,Bad
"super mario 64[a] is a 1996 platform game for the nintendo 64 and the first in the super mario series to feature 3d gameplay. as mario, the player explores princess peach's castle and must rescue her from bowser. super mario 64 features open-world playability, degrees of freedom through all three axes in space, and relatively large areas which are composed primarily of true 3d polygons as opposed to only two-dimensional (2d) sprites. it emphasizes exploration within vast worlds, which require the player to complete various missions in addition to the occasional linear obstacle courses (as in traditional platform games). it preserves many gameplay elements and characters of earlier mario games as well as the visual style.",5,0,Good
"game was good at one point now the game sucks all you encounter online is people glitching , they don’t die when you shot , blow up or what ever you do they don't die but you get killed by 1 bullet , cant enjoy doing missions or going at war with other players without the cops ruining it , for some reason :star: shows up without you doing anything at all , you call lester he takes :star:  away 2 seconds later you get 3 :star: , the amount of cops you get for getting a :star: or 2 is retarded , you have the entire county’s police & swat on you , not fun anymore it gets annoying , being charged for rent , bills etc is bs the mission’s barely pays out. & the mechanic delivers cars so damn far",2,6,Bad
"i played almost to the end and hardley made any more less then a million also online making money is so hard  when you have player in jets and flying motorcycles blowing you up every time you cant transport your items because players just chase you down and kill you i lost 200 thousand dollars worth of items because of itand i spent a million plus on a night club and to upgrade it it was almost 2 million more and it barely makes up not inc all the apt bushiness airports and arcades and most good vehicles are cost way to much and all the lagging where people get shot with all the bullets but then end up some where different on the screen and didn't die it every lobby in every online game even tattoos haircuts cloths it so over priced and why in gods name did they out a casino in this game it begging the player to waste his money another thing  is how you sometimes have to wait almost 20 min to be put in a lobby only to be blown up right after you leave your house also the map is so boring there's like nothing really to do yoga is lame hiking sucks theres no real buildings to head into and it's almost impossible to find single player missions online the casino heist that you get when you first sign you can only do with other players and most of the single missions only pay like 18,000 in cash this game is not worth the cash i lost 60 dollars worth of real money when 1,600 thousand went missing and left me with only 75,000 i will never spend money on this game again one more thing the 3 characters in this game was a bad idea there story line were really bad the only good mission was the highway scene saving his son who is dangling from a truck go back to one character like gta4 that game was way more fun and you actually made money and didn't have to spend real money on shard cards oh and rockstar never gives out the bonuses it  promises in the game ever not even for the shark cars or activities and why would gta5 make you pay all your bills every 48 mins that is so so so dumb im sticking with something much better hopefully gta6 is better",1,11,Bad
"people that are voting less than 3 stars probably have a really bad computer, or complaining about something else, this game isn't overrated nor underrated, even years later the game is so good! i can tell that rockstar games actually puts effort into their games. 5/5 one of my favorite games i could play all day.?",5,0,Good
"i have no clue what may have gone wrong, but with the awful experience i had i cannot force myself to even complete the 3rd mission. from the broken tutorial, a cat that jumps off an invisible platform in mission two, to the fact that there isn't even a resolution for my computer i really dont think there was a lot of work put in when they converted it from play station to the windows format. the gun needed in mission three just disappeared when i actually needed to pick it up. why not one star? the mysterious floating cat was cute.",2,0,Bad
i love this game it is by far the best gta game i have always enjoyed the gta games i remember the first one i played was gta 3 and wow haven't these gta games come a long way i love the storyline the gameplay i love it that you can play the 3 different characters and each has their own storyline love the main missions and the side missions. i highly recommend this game to anyone who loves gta games and for those wanting more from a game this game has a lot to offer anyone who is looking for a great game i still love all the gta games i still play gta vice city and san andreas on occasion rockstar makes great games and the gta franchise are great games,5,0,Good
ive been playing gta5 since 2015 and it hasnt ever let me down. gta5 is a fun open world game that allows u to explore its terrain through the many  veichle options. gta5 also has fun and enagaing heists to make money in which u can spend on their +100 cars.?,5,0,Good
"played from day one on my 360, stopped for a few years when i had kids, got a new xbox series s and got my old profile online with all my old stats and goodies, downloaded gtav online and i have lost everything! got in touch with rockstars and was told there was nothing anyone could do and its all gone and i start with nothing??? bit reluctant to even play it now when i had storymode plus a ton of extras completed and to start fresh 8 years in online is a joke! absolutely fuming, probably wont play again until they bring out another complete version!",1,0,Bad
"the story is lackluster in its writing. meanwhile the gameplay did not age well since 2013. i got this game day one back then, and while it was enjoyable initially, even back then i was disappointed by the crummy story and lack of side content. the end game; non-existent. the best part about the main game is the performances from the main cast. they are a blast to watch & play with. weapon selection is limited, and money in this game is also very limited until after the story ends. i get the idea, but even in the red dead series--in which there's less money in theory--there's a sense of progression. meanwhile gta online, the only reason why the game can still be $60 and get a re-release for each console generations, is abysmal. i played it in the early years, and it was rough and generally not worthwhile. after taking a break from it then returning, i've soon discovered that it's more of the same toxic game design with a new coat of paint. the cayo perico heist is supposed to be this game mode that evolves the franchise, gameplay, and story of gta online, but i believe nothing really changed. it leans heavily on purposely davatoged gameplay that influences the player to either rage quit or buy into microtransactions. i'm surprised it's lasted this long. and i don't think gta as a series is going to get better. it peaked at gta4 and it's dlc.in the end gta 5 and gta online both feel like a bad drug habit. they're tempting at first but the allure fades away fast and gets worse with time.?",2,0,Bad
"okay i'm going to keep this short and quick. i've only had the game for a few days and i can already tell you, it's not that fun. i hate playing online because people just come and kill me left right and center. the story mode version is so much better in my opinion. it has so much to do and you don't have top worry about people killing you. the only reason i have this as a 3-star rating is because of the story mode.                                        thank you and goodbye.",3,0,Normal
"i have this game for sony ps4. i got it along with sony ps4 for christmas in 2016. it was my first time to play any of gta series. i finished it in january 2017. it's kinda very offensive and violent but it's still a great game and i like it. the graphics look amazing. it is the first gta game i have ever played.i know gta series is definitely not suitable for children because it has lots of cursing, violence and naughty stuff. it is strictly for over 18s only.anyway it's probably one of the best video game sequels of all time.?",5,0,Good
one of the buggiest games i have ever played. my bunker is broken and won’t let me deliver supplies and it periodically happens for my other businesses. the heists take way to long to set up and if you don’t have 4 players you can’t even do the second heist. my friend decided to buy the arcade first so we could do the diamond casino heist and apparently he had to be a ceo first but the game didn’t tell him that. i have so much more to say and i only bought the game 4 days ago. it could be fun but they seem to not care about the bugs so it’s just unplayable.,1,6,Bad
"amazing game with beautiful graphics-depending on the hardware you are using-fantastic missions with high paying rewards.story mode is 5 star  banger! honestly you should purchase grand theft auto v -think about buying grand theft auto v  premium edition as it grants you $10,000,000.seriously if you dont currently own buy a console or a pc and get playing :d?",5,0,Good
"it's a pretty fun game and very addicting. the story and gameplay is amazing. however, i gave it 3/5 because the online aspect could use some work. it takes quite a bit of grinding to earn money and if you choose to use actual money to buy gta money, in my opinion, is very expensive for what you get. and you have to have tons of gta money and grind like crazy to get the good stuff. for example, you can grind and buy a good armored vehicle, but then you end up having to buy a pegasus to store it. then you have to buy an operations center in order to sell or modify it. all of which is incredibly expensive and like i said before, takes forever to grind and earn money which shouldn't have to be that difficult. but otherwise, it's amazing.",3,0,Normal
"honestly the best game i have ever played. i just love the guns and free mode. i love how when you go to the swamp and find the swamp monster, goat man, sewer monster, and much more. my favorite character is trevor phillips. it was a surprise to see stephen ogg from the walking dead as him. my brother introduced me to gta v. now i can't stop playing it.",0,9,Bad
"i have to agree with all these other one star reviews; online is a complete mess and after this many years, what's the excuse?has anyone at rockstar played an other online games? i hope it's completely revamped in 6 and they don't just give the old broken system a graphics overhaul.on top of that, i never cared for the games control feeling, or the graphics. it still looks like a ps3 game with an hd upgrade. there was nothing too  interesting about the story, i did only play about 85% of it, but that was already pushing it due to boredom.after this many years, they have to be knocking these out of the park or else they're barely trying.?",1,0,Bad
"the very best sandbox on ps4 and (i suspect) of all the competitors to date. even after a number of years since it's release, a short play opens up a new sideplot, random interactions and some truly stunning views and scenery. 15 minutes can turn so quickly into hours as los santos dynamic ever changing world draws you further in.?",5,0,Good
the game is still enjoyable after all of these years i have complaints with it mostly with the main story mode since i don't like multiplayer because i don't like playing online games the story now feels kinda bland even if i and many others still love the game's story and characters it deserves an update of sorts or some form of new content to spice the game up cause once you beat the main story or 100% the game there's nothing left to do some sort of dlc that adds a new campaign to story mode would liven things up like with the two new story campaigns in gta 4 adding new guns and cars to single player even if it's just from online mode would spice things up if not then creating a new game all together improving and updating mechanics would be a huge improvement as well but realistically it'll never happen because of how much rockstar likes to beat the game's corps and add only to multiplayer but it would also fix other issues i have with the game as well such as the fact that you can't get away with anything and the police will be on you the moment you even think about doing something beat up a dude in a fist fight get swarmed by police shooting at you it gets more annoying because this is practically every time and with the massive penalty loosing money whenever you get caught or getting killed even on accident like falling off a building or getting run over you'll receive a it's not a fun mechanic even if that's how it's always been especially because getting money is a pain to do since there's no good way to earn big chunks of money after the game ends the stock market is random 90% of the time and barely gives a payout why not have repeatable heists that the player can go on also adding more to the heist partners too since the gimmick of them improving after every job becomes irrelevant since most of the time picking a low experienced member will cause them to die or get arrested i'd also like to see more enemies to fight like in watchdogs 2 where there's various gang factions that own terratory with items like money or clothing you can steal from there is something like that already but they barely factor into the game at all?,3,0,Normal
"amazing game, fantastic characters, gunplay is a bit boring but this was made 8 years ago so it's just gotten stale since everything copies the same type of gunplay, and even the trailing missions are fun somehow. the story isn't the best but it makes up for it with character interaction and comedy. one of my favorite games to date.?",5,0,Good
"rated 5 but ngl, without the modder base, this game is a solid 4 stars... overall is amazing,best of it's era in terms of graphics and very long story missions, but i would've given it 4 because shooting system isn't satisfying enough for me (saints row 3 is older but has a way better and more satisfying shooting and a really big weapon base) and i think the game's rhythm is a bit slow without using trainers or mods to make faster movement speed, but rest assure it is worth giving a shot?",5,0,Good
"gta 5 is a game that is not for the faint of heart. there are missions (tasks, jobs) that are a bit disturbing and/or bothersome to some people.i had a hard time with doing some of the missions (tasks, jobs). but at the end of each there was a bit of humanity still there.the storyline was great. the implementation of being able to swap between 3 characters makes game play a bit more engaging. the option to choose how to do missions (tasks, jobs) makes for various outcomes and most likely various different endings. i have only seen one so far.as for the storyline. i give it a 4.75 out of 5. mission (task, jobs). 3.75 out of 5. some were complicated and some were easy. a bit to easy. gta 4 missions (tasks, jobs) are a bit more complex.in the end i guess i give this game a 4 star rating out of 5.?",4,0,Good
"this game is so sick. play with a couple buddies you have a blast. but lately there been conversely about the new updates... gun running was sick, so was import export. even smugglers run was sick. then dooms day came out. when i saw it i thought game is gonna be ruined but it was pretty fun even tho not that realistic. then after hours came out with the terabyte and mark 2 impresser, that made them game so annoying. night club was fine and so was the terabyte but that dam impresser was terrible but besides that it is a great game!",0,0,Bad
i think this is the best action game i ever played in my life i think we can play it in every situation..like it's the best game in all gta series..and thank all for this game..coming to story is also too good..and about graphics.. we can't say anything about the best graphics among all games..and i think gta 6 will come up with more graphics and rule the games?,5,0,Good
it's an amazing game. it's my favorite of all time up there with san andreas being my second favorite. after i finished the main story missions i was left wanting more! i can't get enough of the game. true masterpiece. i have alot fun just going on crime sprees.,5,2,Good
"even 8 years later, this game is easily one of the best that you can buy.whilst gta online has gone in a direction i don't like - and wouldn't really recommend in engaging very much with to complete newcomers by this stage - i can't ignore that it still has thousands of hours to offer players across a variety of different activities - there's something for everyone in gta online and it will also make them money whilst they're at it.?",5,0,Good
"it a very fun videogame with many realitic detail. it amazing to ee rocktar put o much effort into making it have many realitic detail, the campaign i alo good. you play with 3 different character and you can witch between them, different background, different ideologie. overall great game6 people found thi helpful.",0,6,Bad
"i would advise against buying unless you enjoying boring content like going to the club and dancing and spending in game currency to drink. most enraging thing to spend money on a game to do things you would do in real life not to mention the endless cutscenes, homing missiles on every vehicle, and the endless money grind. the game has been out for ten years and will be making its way onto the next gen for the third time. this game came out on 360 and ps3 make quality of life updates or a new game. the game is so bogged down with terrible content that it hardly runs with a full server absolutely terrible.",1,7,Bad
"this game is perfect for messing around, and for it's age, it's so damn good!. the story is fantastic, you can play as 3 characters, etc. it's actually so crazy this game came out in 2013. so many people also still play it! mods make it even better. gta 5 is one of the best games in gaming history. it may be 100+ gigabytes, but when you get enough storage for it, it's totally worth it to buy and download. gta online is a bit trash though. it's the only thing that's making me not give it a 5 star. gta online has toxic, tryhards, sweaty players. playing gta 5 by yourself is way better. but still, game is amazing.?",4,0,Good
best game ever with a diverse and more entertaining map. more cars and bikes. access to different vehicles. good story mode. high quality graphics and the game feels very much realistic. good action scenes. helping people and buying cars and bikes. you could also play other stuff like golf and tennis. you can buy estates. in other words the game never feels too repetitive and is very fun to play.,5,0,Good
"really a fully loaded entertainment burst package. no doubt this game is boring at all instead it's an addictive game. the storyline, graphics ,sound ,character , city view , mapping , controls , everything is awesome and perfect. also this game is optimised to 32 bit to 64 bit proceesors, take 1gb graphics card of intel and any integrated or dedicated graphics card.thats why everyone love this game.?",5,0,Good
"rockstar made a comeback only because of the recent flop by cyberpunk 2077. if that game would have been a good one no one would be playing this game. gta v offline was far better than this one because :1.there are multiple bugs that players encounter.  2.out of no reason you can be kicked out from a session or between a mission. 3. lagging issues in even low settings. 4. hackers sometimes crash your session.5. very hard missions with no sense or logic behind them.6. even without armor enemies are hard to kill. what i believe is that  gaming industry lacks professionals. just like rest of the games this game have not been tested properly because of which there are crashes , lags and bugs .",2,0,Bad
"this ""online"" multiplayer made me break my stupid tv 2-4 times because of the people on flying bikes and you can get a cheap small slow assfart performance compact car for half the price of a yacht?! and why is it so hard to make cash?edit 1: go buy a more different game this isn't what you're looking for in the type of ""fun"" and the vigorous way i mean yes they added a casino where you can make around 100k - 500m but 3.4m is a lot for a ferrari.. that goes only 100mph to make the game seem... you know ""bigger"" rockstar says?edit 2: this game is so grindy and not even fun anymore",1,7,Bad
