comments,rating,helpful,label
"Floppy Skynet\n3 years ago\nWorst game ever, GTA 4 is so much better on any level, GTA V is a disgrace to GTA serie and history, basic word no physic for cars, which means their destruction is not even enable or barely, and the handling of the cars are from games made in the 90 I swear this game is a joke, and most people who say it's a good game are the kids from console, PC gamers loved GTA 4, with real physic, and so much cooler to experience.\n6 people found this helpful.\nHelpful\nUnhelpful",1,6,Bad
"Zach Hughes\na year ago\nFix black Jack, literally every time I try to play the dealer has 20 15 out 15 times…. Then gets 21 multiple times in a row then black Jack. This would not happen in real life. The odds are 100 percent for the dealer to win\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
"CJ\n2 years ago\nTruly the best game of the decade. Never played a masterpiece like this before. The best game not only the franchise of GTA, but also in the world of games.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Ddd sss\na year ago\nactually the game is ok, but Rockstar became the new EA and is now looting its players - mainly minors - for microtransactions whenever they got the chance. They do not care about any interests of their fans and instead of working on a new IP, they simply became greedy and try milking the cow they found in GTA 5 until it is dropping dead becaue of exhaustion\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
"Angel Auerswald\na year ago\nI love this game! It is a fun, entertaning way to spend time. I most def recomend this game on the Play station 5\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Christian Ferreira-Posadas\n3 years ago\nI love the game, but can you add new police cars? and like towards to the end of the game could you make an option for us to be a cop? if so that would be nice because alot of people are wanting that ability\n1 person found this helpful.\nHelpful\nUnhelpful",0,0,Bad
Harley Thompson\na year ago\ni think its 10000/ 10000 because i like the hiests and my favroute character is micheal desanta my least is trevor. trevors my least because when i play gta 5 trevor always has the police on him .\n\nFact :\n\nmicheal desanta is the most wanted in \nlos santos.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Hamido Mustafa\n3 years ago\nthe game was amazing cant wait for the next one. But i do think that there were not enough missions. I done everything less than 8 hours. More missions the better. But the story was awesome.\nWas this review helpful to you?\nHelpful\nUnhelpful,0,0,Bad
Tom Church\na year ago\nYou should really fix the online servers a you all do is screw people out of money any way you can on there you it's ridiculous and sucky someone shouldn't be able to lose almost a million dollars in crate after hustling for it for 2 days I probably won't bother ever playing again so good job you lost a long time customer\nWas this review helpful to you?\nHelpful\nUnhelpful,1,0,Bad
Prithak Shah\n2 years ago\nGreat game . One of the best open world game . It was also free in EGS so . You can enjoy many hours playing this game\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"mahaarghya seal\n3 years ago\nGta v is a realistic type game and loving this game makes me fell that i am in real world The characters micheal, trevor, and franklin have their own special powers love u gta v\nWas this review helpful to you?\nHelpful\nUnhelpful",0,0,Bad
Cole Course\n3 years ago\nIf you guys are going to update the game so much you guys should add it so you can go back to the place where you start at in the campaign. And you should add a giant island on the map with a little town and people and a couple of odd jobs there I think it would be really cool and you would get a hole bunch player's to come back to the game.\n2 people found this helpful.\nHelpful\nUnhelpful,0,2,Bad
Clinton Atherton\n2 years ago\nSo sick of losing money because your game glitches just lost another 725000 I’ve already stopped using the bunker because get ripped off on deliveries don’t use the farms anymore because of the same reason so if you can’t use even the warehouse without getting ripped off what’s left maybe should just stop playing this game and bring all my friends with me\nWas this review helpful to you?\nHelpful\nUnhelpful,1,0,Bad
Maddy DIY\n3 years ago\nMany kids play this game and it is not for them. This game can teach you many of stuff and it can teach kids how to be like this. They have clubs and things kids get into to have a dirty spirit.\n2 people found this helpful.\nHelpful\nUnhelpful,1,2,Bad
Akib Hasan Pavel\n2 years ago\njust played Gta vice city and i can't complete it. I just ride bike in sea beach my full life. \n\nI love this game so much.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"Casanova Creed\na year ago\nGrand Theft Auto V might only be fun your first run through the story, but the mods are amazing. LSPDFR is one of my most played mods by far!\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Gavin Larkin\n2 years ago\nThe game is an awesome free play game in story mode you play around and do missions and director mode you can do what ever it is you want to do and then theres online its the best you can do missions buy houses and go to the demand casino and do the heist and just all and all the game is awesome Rock Star Games.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
dingdongrandpa edits\n2 years ago\nI finished the game about a week ago so I was bored and decided to collect some Leonora Johnson letter scraps and I went to save the game and then it crashed and now I’m back at the very first mission with Franklin and Lamar so 1 star rating from me because it took me 2 whole months to finish it and I’m starting school in 2 weeks and it crashed for no reason and everything is gone. I had 49/50 letter scraps too.\n1 person found this helpful.\nHelpful\nUnhelpful,1,0,Bad
Isaiah FILMS\n2 years ago\nStory mode is easily beatable and not extremely long with no dlc in past 1\n5 years and the online version is so garbage because every 10 to 20 minutes you either get separated from the rest of the lobby and put in your own or they just kick you outright making it impossible to complete sell missions or heists with how disgustingly bad the servers are.\nWas this review helpful to you?\nHelpful\nUnhelpful,2,0,Bad
"Dallas Gladden\n10 months ago\nRockstar is all about money these days. They’ve shown their customers time and time again, it’s all about money. They’re getting as bad as EA, and it’s sad for anybody that grew up with their games. Do yourself a favor and avoid paying for this. If you want more frames, then more power to you, otherwise avoid.\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
Skate Bros\na year ago\nThis game is honestly the worst if you try to make money in the challenges The AI’s crash into you like fix it and lower the prices on cars or make it to where it is easier to make money or make it to where you get like 400k each week or sum like that fix your game to where you can mod your plate and get f1 tires because my friends got like 24 garage’s full of modes cars. FIX YOUR GAME NOW\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"Diego Gonzalez, 2023\na year ago\nBest Online Game Ever Made Its So Addictive Making Money Is So Easy With The Cayo Perico Also The Story Mode Is Amazing Totally Should Cop This Game Would Give It a 10/10 :)! im being fr\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Mason Wright\n2 years ago\nTakes way too long to load. You’ll be waiting for 2 hours just to play the game. Great job rockstar👏\nI now know why it’s free on the game pass.\n1 person found this helpful.\nHelpful\nUnhelpful,1,0,Bad
Vikash Verma\n2 years ago\nMy son is so mad for this game but when I checked this game 😜 it was very super-duper game so I gave him in his birthday the cd of GTA 5 . Thanks 👍 for a best game for my son 😊\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Anim3x Hunter\n6 months ago\nEvery time I get on my game and load up gta v it kicks me out of my session because internet problems when I know that it’s not my internet because I just got new internet and during missions or just doing things in the session with friends my game will freeze and mess everything up and sometimes even delete all progress I’ve made. Please fix this.\nWas this review helpful to you?\nHelpful\nUnhelpful,1,0,Bad
Christian Butoi\n3 months ago\nVery poor controls and solo experience online.\nOpening menus to eat 20 chocolates to refill health..wow.\n\nFollow Destiny 2 shield-health strategy....to start with....\n\nTons of things to fix for better experiences and newcomers...\nWas this review helpful to you?\nHelpful\nUnhelpful,1,0,Bad
"Johan Isaac\n2 years ago\nit is currently the best open world game in the world.\nthe missions in GTA V is more easier and compact that other rockstar games but as compared to gta san andreas ,this game lags in certain areas such as access to food shops ,access to fitness center ,etc\n1 person found this helpful.\nHelpful\nUnhelpful",4,0,Good
Aradhya Khapre\na year ago\nPositivity for this game (GTA 5) \n1. Good Graphics \n2. Good music \n3. Good story \n4. Good characters \n5. Good missions \nEverything is good about this game i love it very much\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Saougos 76\n3 years ago\nI bought it only for the Online mode but now I fell in love with the storymode. It is one of the best games I've ever bought it is worth the money 100%\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"David Head\n2 years ago\nIts a good game but there are to many unpatched glitches the Community is really bad sometimes the glitches make the game unplayable most of the online activities u need to be in a public session which is really annoying because the Community Is bad and will constantly kill u and destroy ur stuff and i spent hours grinding just for all that money to be taken away by the unneeded bill mechanic which should be removed because every in game day i lose 20,000$+\nWas this review helpful to you?\nHelpful\nUnhelpful",3,0,Normal
Vas Cinx\na year ago\nA true piece of art. Rockstar has done an incredible job with the game. Rockstar never fails to create a great game.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"KingJev_ Evolution\na year ago\nIt’s a great game almost say same as real life but if u go to the gym to get strength you have to fight u can’t work out with the equipment story mode or online it the same and with online be a CEO you get to be your own boss but you don’t get to do any host set up where you put the plan in action but I guess for rockstar to maybe know this and still didn’t put it in play they most have good reason for doing so and I don’t get it we also can play tennis, golf, and pretty much that’s it but you put a basketball court in the game I think you should put the option to play the basketball as well but I’m think if you lot didn’t put it in the game would be complete but if more updates don’t make like it the game would still be great but one day or soon it going to do the same and drop.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Anthony Biles\na year ago\nIts a wonderful free-roam game, Doesn’t get any better with free roam games than GTA 5! It can be whatever type of game you choose it out to be, It CAN be bad or it CAN be GOOD. Its your choice.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Arshia Behtabian\n9 months ago\nthis game is really good because it can be cod at the same time there are lots of amazing cars houses and you just get to do nearly anything in the game\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
ROCK PONY\n5 months ago\nAn amazing game. It’ll be cool if it became a seasonal thing. GTA5…something to revisit every on. Work to be done. Looking forward to it. Carry on.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"zehnnie\n2 years ago\nayeee, i just got it for free in epic minigames! thanks for giving this out for free during this time! i'll probably play it everyday. thanks yall\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Ahmed ALAZRAQI\na year ago\nHi guy nice to see you and bye the way my name on roblox is theguydid_2 also  you know that I have 2 brothers and 1 sister i dont have a twier also I am only 6 years. do eny.kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkiiiiiiiiiiiiiiiiiii\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Blackspooby24 productions\na year ago\nI used to love this game but it's 11 years old now. How about 6? You can only do so much with a dead horse known as online and then trying to get. There's alot more but I don't want to go over all of it.\nWas this review helpful to you?\nHelpful\nUnhelpful,1,0,Bad
"Marko Vasiljevic\n9 months ago\nAmazing story game, and they recently came out with a ps5 version of the game. Also the online is amazing with so many things to do in online mode\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Ethan Smyth\n3 years ago\nI love this game and it is really fun but the sad thing is I bought the criminal enterprise pack for £8.00 which give one million cash a clubhouse and a business but when I reset my game to get my rewards on Christmas Day when I bought the pack it did not give me the pack and when I watched a video on how to redeem the pack it would not let me into the ps store in game and it took my £8.00 I would contact rockstar games but they are in America and I don’t want to pay again for something that could potentially not even help me\nWas this review helpful to you?\nHelpful\nUnhelpful,2,0,Bad
Stephen White\n2 years ago\nLoved every last bit of the story mode and was fully entertained the whole way through being connected to all the characters while still enjoying online despite the grief ers which rockstar have attempted to fix :)\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Kakos 07\n11 months ago\nI know it’s a video game from 2013 but the amount of updates and dlcs they’ve added to this game and it still has SO MANY BUGS! The pedestrians have an iq of -100 and some of the physics are awful. There’s still the orbital cannon glitch that you can fire that cannon without cool downs and money.\nWas this review helpful to you?\nHelpful\nUnhelpful,3,0,Normal
"Shhalinna Maharajan\na year ago\nthis is the worst game i have ever seen in my life, it takes to days to download it and it doesnt even WORK!!!!!!!!!!!!! GTA creators, i hope you know that you have ruined many lives and made many people in this world sad including my wife (i am married and own 3 children) \n\nthank you GTA, for reminding me there is still a lot of injustice in this world, you deserve no star\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
Avee Sahadew\n3 years ago\nThe best game ever created. Been playing from San andreas all the way to GTA 5. I cannot wait for GTA 6\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"Agent cocoa\n3 years ago\n1 out of 5 stars, Because Not all Players are Adults. Some are Teenagers and Children and it would be a bad influence on them to hear Swearing or Foul language, Alcohol, Drugs and any other sort of Violence. I rather give my children GTA IV and below than this game...\n3 people found this helpful.\nHelpful\nUnhelpful",1,3,Bad
Neji Hyuga\n2 years ago\nConnection with the servers are horrible madness!!! Can’t enjoy the game at all every 10 seconds I get thrown out of the servers. I tried 3 deferent friend house internet thinking it was my internet but no. It’s the servers are Super bad! Don’t waste you money now until they fix it!\n1 person found this helpful.\nHelpful\nUnhelpful,1,0,Bad
hamming With javion\n3 years ago\nbeen playimg this game since the release date. i still play it to this day on my xbox one s. I highly recomend this game to any xbox player. Cant wait for GTA VI tho.\n4 people found this helpful.\nHelpful\nUnhelpful,0,4,Bad
GodDriftZ\n2 years ago\ngta is one of the best shooter games ive evr played. i love the grahics but wish things in game where cheaper like how the cheapest garage is 25 thousand but you only get 4 thousand a mission at max.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"Kumar Thirumalai\na year ago\nthis is the best open world game i have ever played awesome graphics , there so much activities to do in this game , this game is better than free fire and pubg , they really worked hard to make gta5\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Blue Moon BM\n3 years ago\nAbsolutely Brilliant Display Of Story . Breath Taking Skyscrapers . Shown An Unique Character Of Trevor . He Had Made Us Laugh Through Out The Game . It's A MASTERPIECE In Itself.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
TYLER HAGEN\n2 years ago\nI love playing the game. Action-Packed story mode and completely crazy Online Mode! I can see why GTA V is one of the most world popular games!\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Samkelo mbhele\na year ago\nAm not a huge fan of GTA but I had a lot of fun playing GTA V the game was good and features a lot that you can do including side missions. Spoiler alert hated how you have to choose to kill between Michael or Trevor 💔.\nWas this review helpful to you?\nHelpful\nUnhelpful,3,0,Normal
Martin Kalemberg\n3 years ago\nI’ve been playing this game for 7 years and I loved every bit of it and all the updates 10/10 game and I can’t wait to see what you have coming up in gta Vl\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Guido Bernal\na year ago\nIncredible game! a story full of emotions mixed with fury and hope. Three characters amazingly created to live Los Santos in its major shinning.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
horse 098\na year ago\nThis is best GTA game so much better than other GTA games it have a great map great amount of cars funny jokes everything is best in this game only the story is not perfect other things are best.so much better than GTA 4\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"Simon Walker1984 (Санжар Абдикерим)\na year ago\nIncredible game, the masterpiece. It's the best game of all time, the better can be only GTA 6, even in 2021 it's still popular and it will be popular next 5 years.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Peyton Rolfs Nguyen\n2 years ago\ngood game is great i love this game. But you need to fix some minor bugs and make gta 5 more fun like u can go into stores and become a worker at somewhere\nWas this review helpful to you?\nHelpful\nUnhelpful,4,0,Good
"Justin Mellott\na year ago\nGTA 5 is great to play on a PC because you can play online servers on a PC as Civilian, Police, Fire, EMT and Dispater. Some of the best severs are silver Lining, SA'F, DOJ and Roleplay.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Xtreme GTA\na year ago\nGOAT \nThis game is always my favorite \nGameplay story and also the online mod all next level there is no game can beat this\nYou can purchase this for sure \nWORTH BUYING  1000%\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"M . MOHAMED ASHIK\n2 years ago\nI love this game and is a good game with good good graphics I would like to tell the designer that to give more games like gta6,7,8  and etc I give 5 star to this wonderfull game I Loveeeeeeeeee this gameat last i thank rockstar games for this good graphics\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Wesley Moore\n3 years ago\nI LIKE THIS GAME GTA 5 I'VE BEEN PLAYING IT SENSE I HAD MY PS3 AND XBOX 360 I'VE BEAT THE GAME SO MANY TIMES IT'S FUN TO PLAY I DON'T RECOMMEND FOR KIDS TO PLAY IT THE AGE YOU SHOULD PLAY IT IS 18& OVER BUT IT'S GREAT GAME TO PLAY\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Netrbox\n3 years ago\nWith the new oppressor mark 2 the game is unplayable due to players being overpowered with it. It makes me unsatisfied that the game is now a pay to play. I am unsatisfied with Rockstar Games. Gta V Online is just no longer fun. Thank you\n1 person found this helpful.\nHelpful\nUnhelpful,0,0,Bad
"Joshua Sadler\n3 years ago\nGreat game but some seriously major flaws like the 1000s of loading screens you have to go through. Can take you half an hour to find a simple job then after that job finishes or if it abruptly ends you have to go through the painful process again just to find in the end you gained $10,000 which might as well be 10 Bucks.\nWas this review helpful to you?\nHelpful\nUnhelpful",3,0,Normal
"bryan sugianto\na year ago\nWoW, this so very realistics then gta san andreas and so many good cars and there an high graphity. i want to say Great job for the delevoper to make this game.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Anurag Jadhav\na year ago\nBeautiful realistic graphics  Video game with challenging missions make it different  level of game . I want to play this game on my laptop .please help me and give steps  to intal and run a game ....please\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"The Sandman\n3 years ago\nNot really the game that is bad. Could not even get it to load due to new Rockstar launcher. Won't buy any more Rockstar games unless I can buy them and play the pirated versions, because Rockstar Social and Launcher BS stops you playing a game that you actually spent money on.\n2 people found this helpful.\nHelpful\nUnhelpful",1,2,Bad
Landen Gadway\na year ago\nThis is my favorite game ever its a good way to pass a nasty day turn off the lights and relax complete missions whoever made this game did a great job props to them.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"Dylan Barfield\n3 years ago\nLove This Game because it has everything i have to do some like Stealing Cars, Killing People in Games, And others that i like the best, I I'm going to play it for one day!\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Syed Hassan Uddin\n2 years ago\nIauh I have a lot of work but I can come in tomorrow at the latest and greatest but it was the first time I can get a lot of snow in the forecast I have a meeting tomorrow night and greatest thing ever but it was in the first time I can get a lot done today but it was a good idea to go back to school tomorrow and the\nU a lot\n2 people found this helpful.\nHelpful\nUnhelpful,1,2,Bad
"Tesco Gaming\n2 years ago\nI love gta online but it feels like you can’t play it alone And you have to have friends because let’s take import export as an example, you can either spend half an hour trying to shoot the helicopter out the sky or have a friend on an oppressor shoot it down so as someone who likes to grind this is a major annoyance so please make it Doable alone\nThanks\n1 person found this helpful.\nHelpful\nUnhelpful",3,0,Normal
Raghda Karajah\n2 years ago\nThe story of gta5 is really good it’s diverse from the other games you get to play as 3 characters but the online is broken theirs flying cars and motorcycles and jet packs that are unbalanced also it’s pay to win every dlc has a pay wall and to earn money in This game you haft to play all day everyday or you could just buy shark cards gta online should be a game not a job.\nWas this review helpful to you?\nHelpful\nUnhelpful,2,0,Bad
"Dark Knight gaming\n3 years ago\nI like this game very much since 7 years.when i firstly seen this,it actually touch my heart and mind also.\n                                                thank you very much for\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
N7 Tigger\n3 years ago\nAs a giant middle finger to parents concerned with loot boxes being obvious attempts to get children addicted to gambling these scumbags just straight up put a casino in their game where you can gamble what is essentially real world money. Do not support this sleazy developer.\n1 person found this helpful.\nHelpful\nUnhelpful,0,0,Bad
"Harsh Chaudhary\n2 years ago\nThe most overrated game of all-time in my opinion, but still deserve 4 stars from me because of the massive open world where you can drive, fly, sail or do anything you like (apart from eating ofc) and i hate to admit but i really do like rockstar's humour, the shop names and some dialogues it really does makes me laugh.\n1 person found this helpful.\nHelpful\nUnhelpful",4,0,Good
Shubham Rai\n3 years ago\nossum open world game with excellent graphics and best gameplay ever . and the best thing is it is totally open world you can do anything you want to in this game\nWas this review helpful to you?\nHelpful\nUnhelpful,0,0,Bad
Amin Rostami\n3 years ago\nOne of the best open world games ever made. But i loved the gta iv more than v because i think iv story was better and darker and had more details\n1 person found this helpful.\nHelpful\nUnhelpful,0,0,Bad
"Subhasis Goswami\na year ago\nGame mechanics, world building and gameplay is great, story is lacklustre. online content is dope but too many problems persists. Unplayable many times, server issues and hacks just ruined it for me.\nWas this review helpful to you?\nHelpful\nUnhelpful",3,0,Normal
Landon f\n2 years ago\nIt keeps kicking me and saying my data can’t be saved rockstar just fix you game and next time you add something into it make it where it doesn’t kick you every few seconds. But it’s a fun game.\nWas this review helpful to you?\nHelpful\nUnhelpful,4,0,Good
amanda beasley\na year ago\nSo gta online is my favorite game but it gets boring when I play solo you see i have to play solo because of rich people who think its funny to fly on oppressers and kill random people so rockstar this is probably one in a million chance of of you looking at this review but if you do would you please take out oppressers at least the mk2 oppresser\nWas this review helpful to you?\nHelpful\nUnhelpful,4,0,Good
"Ivan Bonilla\na month ago\nRockstar keeps changing thing about gta and it really annoying in the cayo heist everyone is dead and somehow I'm spotted like really but you can't fix lag spikes, a tank getting stopped by a branch, a tire popping with bulletproof tires on spike mines huh like how u gumma change game play but nit fix actually problems..... Rockstar is lacking.\nWas this review helpful to you?\nHelpful\nUnhelpful",4,0,Good
"Gabriel Divine\n8 months ago\nWorst Online features ever made and Rockstar never addressed the issue since release. Joining takes forever, loading takes forever, you can even get stucked during loading and you cant even alt+tab and browse internet watch movies or anything during loading. You have to be in the window for the game to actually load. Worst.\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
"Vlad Goncharov\n2 years ago\nGood game but online experience is the worst I have ever seen. Cant complete a single heist or a simple mission due to someone will just leave. Plus, u get unreal loading times and random disconnects. Which makes twice as hard to complete anything online.\n1 person found this helpful.\nHelpful\nUnhelpful",2,0,Bad
"Chris Colclough\na year ago\nRockstar only wants your money, they don't care about the players. Shark cards is their thing, but shark cards don't help the player. Rockstar sucks, and I will not be purchasing any of the remakes they have planned or any future games or updates. I've deleted my gta 5 game, Rockstar sucks\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
"Caden McCord\n2 years ago\nOne of the greatest games I've ever played, the graphics, the story, and the online platform, all amazing If I had to play 1 game for the rest of my life, believe me, it would be this one.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Ritik Bhambhani\n3 years ago\ngta 5 is best game in the history and real masculine gaming experience not only this but story line is awesome these things attract world-wide fans ...... always...........\n\nbut Ubisoft is Feminist game devloper company ..................\n\n\nnow fanboys hate alot we wait for GTA 6  VI\n1 person found this helpful.\nHelpful\nUnhelpful,0,0,Bad
Bertha C lloyd\n2 years ago\nIt's a fun game to play online and offline it's pretty cool and the hardest thing I've ever done was the missions so thank you rockstar games for making this game\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"Alex Dangerous\n2 years ago\nGTA V is one of the best game i ever played in my life. So many things available on the game, specially in GTA V online and also RP mode.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Mathew Andre Valdez\na year ago\nStill one of the best open world games out there, Im Just grateful to play this, Best Graphics, Excellent Storyline, Thank you Rockstar Games For making my childhood better.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Ajani Napoles Garcia\n2 years ago\nYou can do so many things on this game that you cant on other games. This is the best game in the world but a lot of people don't realize it.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
GALACTIC FEDERATION REP\na year ago\nLol I think they're hackers on there and they took me on for a roller coaster ride because the first time I got 22 million dollars and a lot of RP points and that was on my first couple of tries on the game then on the next try somebody took me into a whirlwind of dimension jumping because they were killing each other all over the place and I just ran around picked up money and nobody killed me.......\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
K T\n2 years ago\nI love the game ive been playong it since it came out and enjoyed it the whole time the only thing is it has needed cross play i feel like thats the only thing its missing i always want to play with my friends on pc (i play xbox) but we always end up hopping on another crossplay game\nWas this review helpful to you?\nHelpful\nUnhelpful,2,0,Bad
"Kendrick Black\n2 months ago\nWay too hard, I spent $119.99 on gta money thinking that if I got the sub could easily make my gta money back, I spent 2 days after I got the heist set up and it's impossible to even get through the first wave, so I'm done with gta5 and I'm kinda  Sour about basicly lossing $120 on this game just because money is so hard to get in gta, I wouldn't mind if I could make gta money easier, but I just feel like I got scammed\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
"Lehlohonolo Mokati\n2 years ago\nAwesome game ever, just can't get enough of it. Only problem is I can't get online even with internet connection it always says ""Rockstar Net works are unavailable right now"" hence I can't give it full 5 star.\n1 person found this helpful.\nHelpful\nUnhelpful",4,0,Good
"Tucker pennington\na year ago\nGreat game but so many crashes on PC! every time I do a mission or something important the game crashes, thats the only downside in this game. Everything else about GTA5 is amazing!\nWas this review helpful to you?\nHelpful\nUnhelpful",2,0,Bad
"pushpanjali sinha\na year ago\nIt is the best online game and it is the most realistic game I have ever played\nThe heist and everything is so legendary the cars like vigilante, scramjet, toreador and more are so op it is one of the best games I have ever played iny life.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
Xavier B\n8 months ago\nThis is feedback from another account but apparently Rockstar got into my account and changed my password so I'm not able to access my account. How petty could you be lol GTA6 ha what a joke should have stopped at GTA4 just saying guys would not recommend to anybody\nWas this review helpful to you?\nHelpful\nUnhelpful,1,0,Bad
Rocky Dandyan\n2 years ago\nVery nice game rockstar all games are very adventure and  ???? Very nice game but these games are play in only gaming pc not for simple pc so i will play gta 5 in dreams not play gta 5 in real life gta 5 is my dream .........\n1 person found this helpful.\nHelpful\nUnhelpful,5,0,Good
"Germane Mugumbate\n2 years ago\ngggggggggta555555 best gamee ever. Me fada be own dis. I AM Balck Pantherrr, chadcic bosman be me fada. Mafia city 2.0 im  be a livel 100.1 boss give dat cash and girls\n1 person found this helpful.\nHelpful\nUnhelpful",4,0,Good
"Zander George\n2 years ago\nAmazing Game! Perfect For Kids Under 18 Even Though Given An ""M"" Rating. It's Just Like Fortnite or Roblox. Not Even PG-13!\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Aw Ais\n2 years ago\nI like how the other reviews sound like wikipedia articles. Here's an actual review from an actual person. If you said that GTA V is the best game of all time,\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
"Anthony Meneses\na year ago\nthis review is for online not story mode\n\nonline is really bad theres to many try hards, k/d warriors,  griefer, i dont understand why rockstar wont fix this issue it will increase the player base, how am im suppose to protect my self AGAINST A FLYING MOTORCYCLES AND A GIANT LAZER \n\ngreat game just fix the issues\nWas this review helpful to you?\nHelpful\nUnhelpful",1,0,Bad
Denilson Almieda\n3 years ago\nbest game till 2019 so far. love it great story great action and the coolest massive open world game with some  much to do and explore\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Marina The Best Octo Waifu\n2 years ago\nNa na na na na na na na Buttman! Yay! I got this on my PS4! I also unlocked Buttman! I love playing as Buttman in the Director Mode of the best game called GTA 5!\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
ROLAND JOSHY\n2 years ago\nOne of the best game I played ever . I love gta very well . AND I am  waiting for gta 6 to.come. thank you\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
Anthony Matos\n2 years ago\nThis game is awesome i love the storyline love the characters i love the online more because its more fun because you make money by having your own business like ceo warehouse the car werehouse mc business the bunker and the nightclub this game is fun.\nWas this review helpful to you?\nHelpful\nUnhelpful,5,0,Good
"AJ GAMER\na year ago\nplease help me how to download it on pc without any purchase, without any emulator. But this game is amazing because I had played it in my friend's house.\nWas this review helpful to you?\nHelpful\nUnhelpful",5,0,Good
