comments,rating,helpful,label
I can't stop stealing semis.,5,0,Good
"I love the Grand Theft Auto games and since getting a new game console I had to get GTA5.  I cannot believe how bad I am at it now!  I had such difficulty getting the hang of playing again but it is coming back to me.  I love the storyline and always having something in the game to do.  My stepdad even liked it, which I was surprised because these used to not be his kind of games.  Honesty, this is the only game I play on the PS4.  I don't get to play often but when I do I take full advantage of it and have a good time!",5,13,Good
"I really liked this game when it came out for ps3/xbox360, and the same is true for the update for the now current Gen consoles (I have it for the ps4).I really like the new first person view, as it adds more immersion to the game. It can make you a bit dizzy though when you fall down or get git by a car :P.The increased density of traffic is also pretty cool. It feels more like a live city than the last gen did.They also increased the online cap pet server to 30 (from I think 12-15 last Gen? Don't quote me on that) which adds a lot more for races and random riots.Overall I really enjoy it, but these are just my thoughts and with a game such as GTA, it can be seen very differently for different types of people.",5,5,Good
"It's definitely a good game for a new players. The game has good visual, especially for people who are interested in cars and there are day and night times. which makes it feel more realistic. You also get to play different characters with different personalities. The story is mostly about doing dirty work with people from the hood and getting away from the cops.I think the game did a lot better than GTA4, but there just isn't much to it, where every mission I'm either killing people or stealing from a jewelry store. It's better to switch between others games and come back after a few days, so the game doesn't few old.",4,1,Good
"So GTA 5 is about the most fun game there is, if you're willing to wait a while, or pay up front, for what makes the game fun.Your best strategy for this game is to join a crew that has a peaceful lobby that will allow you to complete your missions worry free of grievers. Otherwise be prepared for non stop harassment by those who own all the cool toys. And don't you even think about blowing them up since it'll cost you dearly.It'll take you a while before this game pays off, fair warning. It's designed that way intentionally. Unless you're willing to invest right out of the gate, this game will be painful to get going.But if you don't mind investing say 39.99, they got a decent starter pack that should make the game more than tolerable.This game falls short of almost eveything it was supposed to be. The things it mocks in this very game, it became just that. A company obsessed with milking its customers, and spamming them with things they don't need.Graphics: 10/10Options: 10/10Storyline: 7/10Microtransaction obsessed: 10/10 (watch reviews on youtube before buying anything)Memorable game: 10/10",3,1,Normal
"With the monkey Halloween costume , the knew high Yellow stripe socks , 'minus the gorilla black shoes that you couldn't pick because they didn't have that anywhere on here to buy , everyone :red_heart: loved loved my outfit and that's what I get every year cause I always have gone MY way ,It came with a funky fishy odor , maybe from container , spray they had to use on the boots for protection , I have NO  clue , but CLAMMY ROTTEN FiSHY SMELL WILL GO AWAY , air them out , don't wear out first week and half I say to have that fish rotten funky smell OUt .",4,0,Good
sweet game looks beautiful &amp; runs smooth on ps4 only problem I've been having is that when I quit playing &amp; return to play again its starts a new game so I half to go in &amp; load my save &amp; no problems it continues were i saved also at times it does work right &amp; continues my save &amp; don't start a new game but for only a brief time &amp; goes right to a new game so same issue just that first time it did that I thought cool its fixed somehow but nope I have auto save enabled as well so hope there's a patch that fixes this issue but unless its a issue for all ps4 gta 5 owners I may b out of luck &amp; its something Iam experiencing for some reason just other than that issue all is smooth going,5,0,Good
"I am a 49 year old gamer.  I have had the Grand Theft Auto series since my GameBoy days.  The style, play, and graphics of this edition is out of this world.  You really have to see it to believe it.  I run through the town taking out everything and everyone I can.  Sheer fun.  If I had to nick this it might be that there is no senior mode.  As an old gamer, I would like to go through all the assignments but just cannot for the life of me do the hand/eye coordination thing fast enough.  I wish it had a way of allowing me to complete the tasks with a little extra help and explore the world within the game.  That said...it's GTA and you are compelled to own it.",5,4,Good
My husband loves the game a bit graphic for young people.,4,0,Good
Honestly this is a game if you not cannot play it as such then you do not need to have it I believe this to be an adult gay if you're an adult and you let your child play this and they act out situations they find in game or if they get an attitude because you can't let them play the game or or violent do not let them have this game. Rockstar does a good job of updates but there are still plenty of exploit they refuse to fix and allow the cheaters to run amok with aimbotting glitching modifications and all-round general environment that makes a good time negative for a honest player,5,0,Good
I love it,5,0,Good
"For years Grand Theft Auto: San Andreas has been my favirote from the franchise. And with very high expectations with GTA 4 with the ps3 i was very disappointed. Grand Theft Auto V for the ps4 has surpass the expectations i had and has brought me back to the GTA world. In my opinion GTA V is the best off all in the franchise and its very well crafted with alot more to offer. This game is ultimately fun and will drive you right into the action world, with that said and the fact that GTA 4's online play sucked, GTA V's online gameplay is a whole new world and refreshingly awesome!",4,2,Good
arrived very well,5,0,Good
Nice,5,0,Good
"I haven't been a big fan of the GTA games in the past and hadn't planned on getting this one until it was recommended by a friend for the good story and wide variety of things to do.  I have to say it was a great purchase!  If you can deal with the R-rated language and situations, you'll find it's a very fun and engaging open-world game.  The amount of things you can do is mind-blowing.  There are so many little side-quests and encounters, I don't know how anyone could ever do them all!  The world is detailed and feels like a real city.  I'm looking forward to many more hours of entertainment for this game!",5,2,Good
"So great. I owned it for Xbox 360, and felt silly buying it again for a next gen system, but am really I glad I did. Graphics are stunning, GTA Online is vast and awesome. New online content is being added often, always plenty of people online to do online specific missions with. I'm starting to get the hang of how to make GTA $ and am enjoying establishing my online avatar in the world. The new stunt races are super fun. Just get used to other players being jerks in general and trying to wreck you in races.  Its just unavoidably part of it. It is satisfying though when they try and wreck themselves instead. :)",5,0,Good
"I am not a ""gamer"".  I am just a dad who needed something other then Skylanders or Lego games to play.The game is just challenging enough.  You can play for hours and not progress in the game.  There is a 100 hours of things to do that doesn't have to do with missions.  i.e.  fly a helicopter over the island, go for a dirt bike ride, climb a construction crane take a few shots then do the honorable thing.The only thing I don't like is there is a ton of foul language though the whole game.  I knew it before I bough the game so I wasn't surprised, but it is hard when you have kids.  It really limits the times I can play it.",5,0,Good
Lol I almost did not get this reading some of the reviews! It did not take me hours to download at most 25ish and it was up and going so get it !,5,0,Good
"Its what GTA5 would have been if last gen didnt hold it back, but expect no online wildlife, they took away online wildlife through an update on last gen because it couldnt handle it but you'd think it would on next gen but they haven't even tried it, they might do it through a future update but i doubt it :/As a rockstar fan since 2004 i had to get this game but because i've played gta5 on last gen for a long time and then playing the next gen version it'll be an amazing experience at first but then goes away pretty fast, i love the constant 30fps and first person but i now rarely play it these days, this game is best when you have a lot of friends to play with",5,0,Good
"The game arrived before the estimated delivery time.   However, when opening the game box, I noticed that it is broken the ""eyelashes"" that hold the map and instructive. Probably at the time of packaging, he suffered some small blow, so that section was broken.   However, the album is not scratched and is in perfect condition. Additionally, a code comes to download content on GTA online.   I do not omit With some recent launch.",4,1,Good
"Played the PS3 game quite a bit. Love this game even though the single player campaign should have had more heists. Playing online is also a lot of fun. There's so much to do from playing through missions to just driving around with friends and doing stupid stunt jumps. There is SO much detail in this game I'm still finding funny things after a year.The graphics upgrades look much better when compared to PS3 side by side. But honestly I did not notice anything more special when playing the PS4 version. One of the best features that they added was the first-person camera. It's difficult to play with it, if you're trying to be competitive, but it really makes you appreciate the detail that went into this game.",5,0,Good
I lovw this game but for whatever reason the full text isnt dispayed on the screen. It makes it difficult to follow the speech and action prompts. The story mode is interesting but sometimes it gets in the way of the classic rampage gameplay. However its also a nice change to have a story and people missions rather than just car crashes and criminal activity,4,1,Good
"I reviewed this for PS3 and I gave it five stars. I would give this version more if I could. Everything great from the old game is still there, but now it looks better, runs more smoothly (although still at 30fps), and even has some added stuff. At first i was skeptical at the idea of buying the same game again, but now I think everyone should do it. It looks a lot better, and has an amazing first person mode. I played the whole campaign through just in first person. It also has new cars, over 100 new songs, and some extras for returning players. Even if you buy this again, you won't regret it!",5,4,Good
"Hands down, the best game on the PS4. Despite having beaten this game on the PS3, I was glad to hear it was making its way to the PS4. The game definitely looks better than it did on the PS3, and it's nice to have bigger lobbies online.However, the PS4 version suffers from the same network issues the last-gen editions did. I spend more time loading than I do playing with my friends. When I actually manage to connect to the same lobby as any of my friends, it's not immediately easy to navigate to where they are. Furthermore, joining jobs together seems impossible. I find myself having to host jobs and invite my friends. A way to join jobs as a group would be much appreciated.",5,0,Good
To the kid who said that you have to buy gta online separately. That's a lie! Anyone with a ps4 and some common sense would know that any online actions on ps4 u need playstation plus DUMMY! Anyways the game is a massive upgrade from the ps3 and xbox 360 and transferring characters wouldn't be easier all you need is your rockstar social club email and password and you can play your old online account on the new enhanced gta v for next gen consoles. You can only do this one time so if you have both consoles and gta v u might wanna choose wisely on which console is going to have the online account. First person view is stunning and I totally recommend for retuning players or new future players.,5,3,Good
old game but always fun &amp; a pleasure to play it.One of the best game that i have ever played.Seems like you are in a real life and you can do all those stuff that in the real life you can not do it because of the law.,5,0,Good
"GTAV is an amazing game, especially on PS4. I have to take a star off for two reasons: 1) input lag. I had to mess with the controller settings for 30 minutes to even get the game to a playable level, and it's still not perfect. Controls are just too muddy and laggy. 2) the mission system drives me crazy. It's hard to tell exactly what you're supposed to do next after you complete a mission. The map is confusing and unclear. Maybe I'm missing something but I think it could have been better. Nevertheless, the game is great.",4,0,Good
It is definitely a good game and addicting to play because you get to kill people drive on people kill other players and do heists and go to the barber and go to the clothes store and go to the strip club and go to the beach and tell other players some shot.,5,0,Good
"I debated with myself if I were to take off 1 star due to weird UX issues of setting up online play... But then the gameplay, graphics, and just pure fun overrode my decisions. There are so many things you can do in this game! Want to jack a tractor? Yes, it can be done. Want to race through the skies in a parachute race? They got that too! Just tired and want to goof off with a few sets of tennis? The game has that too. The latest release of 'Heists' are some pretty great co-op missions that can keep you busy too. And don't forget about the music or satire, because it really does set the mood and puts together an awesome game environment.",5,2,Good
This is a great deal and about the best deal you will find I recommend buying this great deals,5,0,Good
"Game I wanted, thanks",5,0,Good
Item arrived on time and as described. My son loves this game. I am happy with my purchase.,5,0,Good
"10/10 stars. Even though it is a remake from the PS3/Xbox 360 version, they went above and beyond the call of duty for having a one year later release time. The graphics boost looks incredible after upgrading to the next-gen system. Graphics alone would be a great reason to buy the game. The biggest thing however, which everyone is raving about is the first-person mode. This personally sent me over the edge to the point where I'm going to stop typing this review and say that to any fan of GTA, this mode is a must try. It will alter your view on GTA in hopefully the best way possible. Rockstar did a very very stellar job with integrating the first person into this game. Graphics, fun, guns, woo.",5,0,Good
This game is insane! the virtual world is huge in size and the detail put into this game is off the chart! I’ve been playing it for many months now and I just reached the point where I can start buying property so I’m not sure how far along in the game that puts me. Buy this game! you won’t be sorry.,5,1,Good
"Although online gaming isn't exactly what I wanted it to be... the game is still great. I find myself coming back to this game all the time when I am bored with the other games I am playing. As always the game received critical reviews in regards to the vulgarity and violence, but if you don't like it, don't play it, don't want your kids playing it, be more involved in their lives. Don't ruin it for the rest of us, let us enjoy our mindless animated violence. If you have played any of the other GTA games you will love this one, sticks to the good old stuff while introducing very unique characters with a high replay value for online as well as single player.",5,2,Good
Good,5,0,Good
My nephew loved it,5,0,Good
"There is no problem with the game itself.  However, Amazon's delivery is too late.  Other courier companies are responding quickly.  It takes 3 hours from that, even though I am coming to a nearby delivery station.   I know I'm busy, but I'm a member and I want you to deliver it a little earlier.  The game itself is a star 5.  I have purchased it twice (laughs)  Even if it is PS5, it is said that it will be out, but I wanted you to put out 6 ...  PS4 online will continue for a while, so you may be able to play a little more.  I think PS5 will evolve as well.  For a while, I can play with PS4! !   I think that beginners can buy it now.   Overseas, VC hunting and PK population are also fascinating, so there are a lot of enjoying, so you can play with confidence, I feel at least less than the Japanese version.   When I was a beginner, I was hunted in the Japanese version ...  So, I think it would be convenient to have both software! ! <BR>  It may be good to divide the rank in the North American version to the robbery, etc. from the Japanese version.  I did this. <BR> * If it is a North American version, people will gather people. <BR> To put it together, there is no regulation → there are many enjoyments → I feel like there are many weirdos (laughs)",4,2,Good
"I've already played GTA V for PS3, so I'm not too concerned about the game itself. The case for the game just bothered me a little. The game disk and manuals were intact, but the clips which hold the manual in broke off completely. In all honesty, it does not seem to be a mistake made by the transport according to the looks of the break. However, I am still pretty satisfied with the punctuality of the delivery. Like I said, I'm not too happy about it, but I'll be just fine.",4,0,Good
I was never big on the grand theft auto series but after playing this I dont know why I was ever so hesitant to play it. This game is hilarious and had me laughing on end through the mission. Not only was it enjoyable but it also had some challenging gameplay and it was very well thought out. It is also gorgeous and I had just as much fun playing the side missions as I had the main story. Its easy to see why this was full price for so long. It was worth every penny.,5,1,Good
Best game,5,0,Good
"It's the same GTAV you played and loved on PS3, with some extras! A couple new vehicles, some new guns, and a few other random things for good measure make for a surprisingly fresh experience. The first person mode can be loads of fun (try off-roading, you can't see where you're going at all!) and completely disorienting at times (fly out a car windshield in FPV once, it's great) plus you now have the ability to save and share all your stupid video clips and pictures! It's pretty great, sell your old copy for $25 on EBay and pick this one up (if you already have a PS4) and you won't regret it. If you do, don't blame me, I didn't say anything.",5,0,Good
"That said, it takes almost an hour to install. DO NOT LIKE.Also, the text is too small. I have a 60"" television but I don't sit right in front of it, I have 20/20 vision with my glasses but the text is too small to read quickly. Please make an option to enlarge the text by at least 50%, there are a lot of complaints out there about the text size. It looks like it was optimized for someone sitting in front of a computer screen, not a TV 8 to 12 feet away.",4,15,Good
Five stars for imagination and reality as ugly as that might be definitely a technological marvel but if you can imagine it on the streets it really is going on in this game parents beware if you can do it on the street you can do it in here,5,0,Good
"Having played GTA V on the PS3 I was expecting the same thing but with a few upgrades. However the picture quality is smoother, sight distance is a lot more in depth, water looks sharper, sounds are more crisp, and you can fly passenger jumbo jets in single player mode. What is not to love. Online is still just as good as on the PS3. It was hard to stay in a lobby on launch, but if all it is doing is disconnecting me I can deal with that. Better than loosing character data like last years launch. So far I am having a blast, can't wait to level up in online and complete the single player again. Worth every penny.",5,1,Good
Nothing about the game is bad it’s the best game I’ve played in years I purchased this game 6 years ago when it came out and it’s still astonishing. The weird thing that happened is that instead of the normal version of gta it gave me the premium version which is good I guess?,5,1,Good
:thumbs_up:,5,0,Good
"More of the same, campaign characters were uninteresting and the inclusion of three different campaigns definitely show how the care and work was divided among the three. If they did just one character the single player would definitely be a lot better. Don't get me wrong its a great game but as a previously avid player of GTA 4, this felt like more of the same and got boring rather quickly. If you have a dedicated group of friends to play it with though then its definitely worth getting, especially now that it actually has some amazing multiplayer options available.",4,1,Good
"This is a great game. The lighting and character models have been improved to a point where it is one of the best looking games of this year. It also now supports 30 person online lobbies which include races, deathmatches, and the heists coming in a 1.4GB Day one update. I recommend this game for everyone if you have played the last gen version or not, this game is a great experience with a pretty much endless replay value.UPDATE: Sorry, heists are not coming out today, 1.18 update was to make gta online works for the new consoles pretty much. What I heard is they will be released a week or two from now. Still a phenomenal game.",5,3,Good
It is very skeptical bc I use it only a few times and then I stop playing then game for months and put up In The game case tried to play it and it would load the game and it’s still brand new tried on another system same result...,5,0,Good
"Good game it was worth buying again not the whole 60+ dollars but for 39 it's an easy buy, but the graphics are great the PS3 and Xbox 360 version were already polished but the new gen versions are outstanding I was definitely impressed. But if you had it on the previous gen systems it's worth buying it again at the price that it's at now which is 39 dollars and the first person view is the main upgrade and it makes the game look totally different it's almost scary lol but it's still fun to play the game again in the upgraded version.",5,0,Good
"This game has a good story, but If you haven't played this, the controllers, are not the best, and if you don't have an SSD, loadings screen are going to take so much time.",5,1,Good
"Much better then Xbox 360 version. I had the 360 version and I couldn't stand the load times. I quit playing the 360 version shortly after picking it up. It took forever to do anything, even the simplest things like entering stores or changing clothes took a long time to load. The graphics and load times are much improved on this PS4 version. The only delay I experienced when the game had to install for the first time. This game is a blast and a must buy!",5,1,Good
"The game play is nearly identical to GTA 4. The controls are clunky at times but not terrible, it's most noticeable in the new first person mode. I nearly ran over a cat but instead I wrecked my car trying to avoid it. I chased a small furry critter into the woods while exploring but I was attacked by a cougar and died. I jumped a car Dukes of Hazard style off a mountain and survived. I tried again and died in a fiery crash. If that sounds fun you may like this game. Also strippers.",4,10,Good
Best game,5,1,Good
"Never was much of a GTA fan, but I do have to say this was rather fun to play. It came in great condition as well!",4,0,Good
"Great game, personally have gotten more than my money's worth from it. Story mode keeps you interested and gets you used to the game while Online play is a great way to hang out with friends or meet new people. Be wary when playing online for people trying to advance their kill count or just generally troll. Developers often take way longer than advertised for promised content but content included should be more than enough. Overall great game recommended for gamers 18+ as the rating suggests, plethora of adult content.",4,0,Good
"So much to do.  The story is very long, but there's a bunch of other missions to do once that's over.  The graphics impressed me on PS4 and looked so realistic when flying a plane/helicopter.  The water looked real and the lighting is great.  The main characters are great and this is definitely the best GTA game that's ever come out in my opinion.  The online doesn't work very well and takes forever to load, plus you must have a Playstation Plus subscription to even play online.",5,1,Good
The product was perfect still raped up tight but the disk was laying lose in the case other than that perfect,5,0,Good
I love the game but I dislike doing the missions because it frustrates me that I’m a bad player :face_with_tears_of_joy:,5,0,Good
"Some of the missions get a little boring, but a really fun game.  If you are offended by anything, I MEAN ANYTHING, stay away from this game.  Lots of drugs, killing, strip bar time, and swearing here to make you go to confessional after 5 minutes of game play.  The intro and opening scene include a bank robbery with lots of shooting, cop killing, and swearing.  My wife even wonders if I should be allowed to play it and I am in my 40's.",4,1,Good
Great game,4,0,Good
"unfortunately once you're done playing the main game there's not a ton to do unless you're going to play online, I checked it out but kept getting murdered and gave up. Really fun for the initial playthrough though.",4,0,Good
"This game is very vast and realistic. The cut scenes look like something out of a movie. The controls are very intuitive. You can do things like get a haircut, buy clothes, and buy guns. The city of Los Santos feels like an actual vibrating city. With all this being said, this game is obviously for adults. There is a lot of profanity and sexual innuendo throughout the game. Once you think you're done with the game, there is a number of things to do, especially the online heists which have been recently added to the game. This is a must buy for any type of gamer.",5,2,Good
Nice game and more fun on online with ps plus .,5,3,Good
"I bought this digitally on ps3 on Day 1...its my favorite franchise, so long story short...its the same game but with first-person view and better graphics...the transfer from ps3 to ps4 online was flawless. When i beat the story i will leave a review but the online i give an A...it has its hiccups in terms of staying on or finding good room...but i mean theirs like 40 millions people that have this game i dont expect it be perfect...but nothing happens that makes me not enjoy the game. I would highly recommend and wish you all check it out if your into open world games.",5,0,Good
"People!  Stop letting your 10-year-olds play GTA.  Super fun game, but very adult-themed.  Also avoid the online, its nothing like the single-player game unless you are looking for something different from the single-player game.",5,0,Good
"This game is just as fun as the rest within the series, GTA online is a lot of fun with friends, you guys can set up a private server and play together or you can go straight into the really thing and play with many others, some people are trolls however and will kill you in game multiple times which will frustrate you when you're just starting out because they have more than you, my recommendations is to pay with friends until your character has enough equipment to play by yourself or with friends in the open servers.",5,1,Good
"So what do you do in this game? You steal cars and drive them; you go to night clubs and you watch the characters say sexual and racial stuff and do drugs all the time and you occasionally shoot some people and that's it. The game is rated 18 because of these things but in reality it,s mainly directed to teens who can't do these things in real life yet and want to do them in a video game, because I sincerely doubt that many adults will find it interesting when a video game character goes to strippers club or take drugs.The challenge in this game is 0 besides learning how to get used to the horrible controls of planes, not because your characters are super powered but because the whole games is designed to be suitable for kids and teens who like to enjoy their fantasies without being disturbed by challenge or any sort of obstacles. You have thousands of dollars since the beggining of the game so you have basically unlimited numbers of ammunition, but you wouldn't need any guns beside in certain missions because there are no enemies in the world of this game, just you and unlimited number of civilians to ""mess with"".Buy this game only if you find stealing and driving cars is a fun thing to do, if you want a good challenge with a mature setting then go and look for something else, this game has nothing to offer besides ""cliché-ing"" evreything related to US teens fantasies about gangs and drugs.",1,4,Bad
"Cd was okay, but the case was so filthy, i couldn't even sent like that for people. Disgusting.",3,0,Normal
Personally I liked GTA4 better but so far I'm still playing it. So I guess its a good game.,4,0,Good
It came with a map of the game world so that was very neat.,5,0,Good
was here faster then said works great thanks so much.,5,0,Good
I played this on PS3 and can't what to see the new updates Rockstar made on GTA 5 for PS4. I heard there whole lots more stuff you can do in single player and online play which I love the most. This is one of the most game I play about every night before I go to bed for work. And times hard to get off. Can not wait to get my new PS4 console in the mail and play this one. If you have never try GTA 5 you should. Try today and see all that online play can bring you and.,5,2,Good
"The game is excellent, many hours to invest in history mode, a huge map and a lot of variety as general and optional missions. The multiplayer is good, it is simply not to my liking since mostly runs below 30 fps (understandable for a game with a map of this size and the detail of the graphics) in addition to that it is quite uncomfortable to use the system of Auto-Aim If you previously played any shooter.  in terms of the package, I came in an envelope just as most game albums, I am not sure if I crushed or hit but the map came somewhat broken , the game was intact and the box also but it is as if at any time sufficient pressure had been applied to the disc box to break the map paper.",4,4,Good
The product came early. It was a great shape and I had no problems with nothing.,5,0,Good
"Great product. It can take some time to get used to the controls but once you do, you will have several hours of fun guaranteed. Last GTA played was San Andreas (big fan), this one has a lot of new stuff like playing with different characters and pre-missions before a big job. The only thing that got me bored was the missions where you have to learn how to fly because they are pretty much like the ones in San Andres. Apart from that the game is great for adults.",5,1,Good
"bought and got the game quick and new so no problems there but the game itself isnt the best, i was actually pretty disappointed in it but my kid loves it so i guess thats a plus.",4,0,Good
We recently bought a PS4. It was originally for my girlfriend since she likes playing the God of War games. I wanted to give it a try since I haven't played on a Playstation since the PS2. I had played GTA V on the Xbox One before and it definitely handles better on the PS4. I still prefer my Xbox One generally but certain games just don't seem as suited for it.,5,2,Good
"This is always a great game to play, especially if you are looking to just kill time.I love playing it with co-workers and friends online! I never do the story mode I strictly enjoy the interaction with others.I wish I obtained the 1.5Mil promo code that my friend got by purchasing it 4 days earlier than I did for online virtual currency in game. That would be cool to still obtain but if not no big deal!",4,1,Good
"I could not be happier, because the request was imported from the USA so it expected it to take at least two weeks to arrive according to the period to start shipping provided by Amazon, however UPS did an excellent job in the delivery, because I received the Package in just a week, that is, in the middle of the time that had originally been scheduled. OK. You have several additions such as the first person camera, graphic improvements, less load time, better textures, more detail, better frame rate, etc. Anyway, if you liked GTA V for your last console and you are doubting whether merits the purchase again, go ahead, you will not regret it.   If you have not had it, do not hesitate, it is an excellent game with a gameplay Imsecable, you will take hours and hours of fun.",5,2,Good
Came brand new and worked as advertised. Best GTA game to be released yet!,5,0,Good
"This is a 10/10 game by everybody. Everybody except me. I kind of knew what I was getting into, but hey, after a week of playing, there is SO MUCH wasted time in here. I am not impressed at all by the graphics either, and the story is not compelling. I played Mafia III a month ago, and it is way better than this. The story and characters are compelling, not here!What bothers me the most is that I am not clear on what I have to be doing here, I am not sure how to move from one mission to the other. I may keep it, probably sell it, but I am not giving this more than 3 stars.",3,2,Normal
Ok,4,0,Good
This game rocks and the online version rocks as well.  It seems that rockstar has corrected past complaints and minor bugs in there gta series. They are always updating the online version as well. I really cant say anything negative or bad about this game. Every aspect of it is awesome. The online version use to chug a little when you drove fast but they have sinced fixed that issue. I played the xbox one version of this game and the online aspect of it was not so good. The xbox one version seemed to skip and stutter alot at times.,5,2,Good
The single player story mode is good. It's very long and you can spend a lot of time cruising around and doing missions. Very addicting and could play for hours. I'd give it 5 stars. The reason I'm giving it 3 is the online part. It's very fun but it's absolutely ridiculous to have to be playing 5 year old kids. I wish somehow Rockstar could monitor the age of people playing it. It's absolutely an adult game and is fun when you get in a lobby with all respectful adults. The 5 year olds make it unbareable. Sure there are its downsides but overall online offers a lot more gameplay. Just get the kids out of it.,3,1,Normal
This is the third best open world game after red dead redemption 2 and witcher 3,4,1,Good
Great game all around had a issue with the packaging amazon refunded me love amazon.,5,0,Good
"Now I really enjoyed the Grand Theft Auto V story and kind of enjoyed the multiplayer but if you already own it on previous generations there's really no need to buy it on next gen. True the grpahical upgrades, and first person modes are cool but I found myself in laggy online mode and eventually got bored of the new effects in about a week. Bottom line if you already bought it don't buy it again, and if you don't own it go next gen.",4,1,Good
Great game. Just know if you want to play PS4 online you have to Pay to Play. This game is a  great game but it is just as good on PS3  I own that one too  and didn't have to pay 49.99 to be able to play the game online. After a year I will have to pay again unless another console is coming out lol  And also PS4 is only compatible with HDMI tvs so if you own an old tv the analog that can't use HDMI be prepared to buy another tv too. Yep. Great game.,5,0,Good
"GTA V on the PS4 will give you endless hours of entertainment. When compared to the PS3 version, the graphical updates are very obvious. The shadow and lighting effects along with dynamic terrain make it feel like a new world.Unfortunately, the frame rate suffers.. It would've been nice to experience GTA in 60 fps on the PS4. I don't think I can justify buying this game for a third time to experience that on the PC. Some aliasing is present, but not nearly as bad as the PS3 version.Sure, the game has its flaws.. but I think it deserves 5 stars.",5,1,Good
"I'm rating this as 5 stars. The dude that lives on the couch enjoys playing this game. I have not played it.I can only assume that this is a good game since the dude that lives on the couch devotes almost as much time to this game as he does sleeping.I do enjoy watching him smash up cars and stuff, for a lot less than it would be to enter a derby or something.",5,0,Good
Just got the game today and it's still great. Got to transfer my character from Xbox 360 and everything was here. My only problem is that the $10 GTA V Bull Shark Card code isn't working. I get an error saying the code may not be correct or may no longer be valid.  I tried many times and it is correct and I didn't try the code until I was in online. Game is perfect which is why I gave it 5 stars and not any less for the card problems. Don't know what to do about this problem though.,5,0,Good
"This is literally my favorite video game by Rockstar other than GTA: San Andreas so of course I had to purchase it once it was released on next gen consoles (and once my bank account allowed me to, haha). Great game! I especially love the fun treats for returning players. I love that Rockstar took the time out to make use of the new PS4 features to give GTAV a new feel with more features.",5,1,Good
"Nice game. Bought it for ps4 bcos my butthead of an ex best friend borrowed my 360 copy and loaned it to another guy without my permission. I am 25 but still find the (Im)Mature Humor to be funny. I had plans to buy a ps4 anyways, soon after I got one i needed a 2 TB hard Drive upgrade bcos each game took up 20-60 GB's plus the online update. (another couple hundred MB's at least)",4,2,Good
"I owned a copy of Grand Theft Auto V for  my PlayStation 3, which I sold to help pay for my PlayStation 4. It was one of the greatest games of all time, and they somehow managed to make it even more enjoyable. The updated graphics are immediately noticeable, 30 player death matches are absurdly entertaining, and first person mode is a somewhat clunky but overall welcome addition that immerses you into the sprawling open world recreation of Los Angeles. The characters are unlikable in the coolest way possible, with witty and hilarious dialogue performed by an extremely talented cast of voice actors.",5,1,Good
"Great game. Single player is amazingly in-depth. Also one of the first few games I have gotten involved with that made me want to find out whom the voice actors are. Even better still they are almost the characters them selves while adds to the depth. Then there is multi-player. Huge sandbox world, up to now 30 players tons of weapons and cards and planed and choppers in with to reign death and destruction upon the unsuspecting citizens of Los Santos. This like it's predecessors will be a classic. As usual it's Rockstar...keep it away from the wee ones.",5,0,Good
Had to return game. The game was in great condition and had no scratches but would not work when my son tried to play it. We tried multiple times with no success. Very great customer service though. They could not replace it with a new one but all we had to do was return it I received my refund.,3,0,Normal
"Great open world game, and nice place to come into the series if you're not familiar. Thought the story line and changing  perspectives between the 3 main characters was well done. Fun to play. But NOT for everyone. If you buy any grand theft auto title you should know that they're about drugs, violence, sex, etc BEFORE you buy. This game is pretty much why they have the mature audiences only rating for games. So be forewarned.",5,23,Good
this game has been out for awhile now. if you're looking into grand theft auto 5 then you probably know what you're getting into and you already know whether or not you want to buy it. this game was recommended by several friends. i waited for it to be cheaper before i ordered it.,5,0,Good
"The overhaul for the new consoles is above and beyond.The sheer amount of content in the game alone is staggering. Online is a lot of fun, but the campaign... Is as close to a masterpiece that the genre has seen thus far. In my opinion, the most appropriate and satisfying finale to any game in the franchise.Now accommodating players that really only enjoy games in the first person, as well. I was skeptical, but it plays great from all perspectives. Doesn't feel shoehorned in at all. Great game. Highly recommended, if you've been on the fence.",5,1,Good
"I had been wanting to buy this game for some time but I was waiting for it to lower it to buy it, since in the PlayStation online store it does not fall from 50 dollars when it is in promotion, so take advantage of the Amazon discount. A small detail, as I bought two things, sent it to me in a box instead of envelope, but even so, in the back of the game box a cut is seen, both the box of the box and the game sheet , nothing happened to the album which came subject, but those little details matter a lot. Because of the game because there is no need to say anything, we all know the GTA saga.",4,1,Good
"Grand theft auto. You pretty much know what you're getting with a gta title a story (usually a good one)An open world And Loads of mayhem, anarchism and general running from and pissing off everyone until the cops/swat/military come to say enough! to witch you respond with a tank.The case was sealed and had all contents inside. The disk was in perfect condition and plays flawlessly.Cons: Party dropouts. (Multiplayer heists require 4 people)",5,0,Good
Literally as described like brand new not one scratch nothing I love it thank you and delivered sooner than expected :red_heart:,5,0,Good
Good,5,0,Good
Son love this game,5,0,Good
"If you played any previous GTA games then you know what to expect from GTA V. There is so much to do, to mess around, break the law etc. The story was kind fun too since you can switch between three character at any point of the game except during a mission. I seriously don't see how much more GTA 6 can improve since GTA 5 has everything. GTA 5 followed the success of GTA San Andreas, except the size of the map of Los Santos isn't as big as GTA San Andreas.",5,0,Good
